,m [eV],radius [R_solar],Q [erg/s/cm^3]
219,0.1,0.1575159057091623,7.47231555586023e+21
220,0.1,0.1611973357388157,7.154178101298926e+21
221,0.1,0.16496480740980207,6.838974891478867e+21
222,0.1,0.16882033167003627,6.534617142956384e+21
223,0.1,0.17276596646690362,6.232639355891167e+21
224,0.1,0.17680381784572088,5.933892403020474e+21
225,0.1,0.18093604107387162,5.639161292043743e+21
226,0.1,0.1851648417912156,5.350936150141034e+21
227,0.1,0.18949247718738216,5.069643805592905e+21
228,0.1,0.1939212572065831,4.795343023969667e+21
229,0.1,0.19845354578058033,4.5269665063368456e+21
230,0.1,0.2030917620904737,4.266348228781628e+21
231,0.1,0.20783838185797573,4.013643323307175e+21
232,0.1,0.21269593866686917,3.768530762751999e+21
233,0.1,0.2176670253153459,3.5309767995972104e+21
234,0.1,0.22275429519995585,3.302105611946111e+21
235,0.1,0.22796046373189796,3.082113525359247e+21
236,0.1,0.23328830978641582,2.870403765725804e+21
237,0.1,0.2387406771860647,2.667950817282592e+21
238,0.1,0.2443204762186489,2.4740043122855473e+21
239,0.1,0.2500306851906324,2.2888945699786507e+21
240,0.1,0.25587435201685893,2.11335003095356e+21
241,0.1,0.26185459584742327,1.9476360674440923e+21
242,0.1,0.26797460873256923,1.7898778726070092e+21
243,0.1,0.27423765732649497,1.6413386825968132e+21
244,0.1,0.28064708463098387,1.5014816466536998e+21
245,0.1,0.28720631177978284,1.3704857134569166e+21
246,0.1,0.29391883986468875,1.2473787538779645e+21
247,0.1,0.3007882518043099,1.133363760252638e+21
248,0.1,0.307818214256508,1.026804258942513e+21
249,0.1,0.3150124795755328,9.280305875051988e+20
250,0.1,0.32237488781490303,8.374142053417327e+20
251,0.1,0.3299093687770939,7.534956152311096e+20
252,0.1,0.337619944111134,6.766205914366771e+20
253,0.1,0.34551072945922184,6.060970613324053e+20
254,0.1,0.3535859366535179,5.4160320154913584e+20
255,0.1,0.36184987596427465,4.829229338562603e+20
256,0.1,0.3703069584005141,4.296374274737459e+20
257,0.1,0.37896169806447205,3.8139085836826083e+20
258,0.1,0.38781871456107236,3.37797889488771e+20
259,0.1,0.3968827354637166,2.9848537658569005e+20
260,0.1,0.40615859883769795,2.6321827412298164e+20
261,0.1,0.4156512558225992,2.3162774911777748e+20
262,0.1,0.4253657732750387,2.0333879266278847e+20
263,0.1,0.4353073364731892,1.7821271616891175e+20
264,0.1,0.4454812518844989,1.5581278543439607e+20
265,0.1,0.4558929499981064,1.3592114508873517e+20
266,0.1,0.4665479882234473,1.183267120763289e+20
267,0.1,0.47745205385661316,1.0278982161457236e+20
268,0.1,0.48861096711603264,8.912963098747037e+19
269,0.1,0.5000306842491095,7.710859779317182e+19
270,0.1,0.5117173007114605,6.656539181431672e+19
271,0.1,0.5236770544204655,5.735050751447698e+19
272,0.1,0.5359163290848514,4.930239452754498e+19
273,0.1,0.5484416576121021,4.227398720133871e+19
274,0.1,0.5612597255954972,3.617018023035165e+19
275,0.1,0.5743773748826587,3.086660125531178e+19
276,0.1,0.5878016072274912,2.6281558463555404e+19
277,0.1,0.6015395880274839,2.231362696371516e+19
278,0.1,0.6155986501483508,1.8883809945322557e+19
279,0.1,0.6299862978380694,1.5934187204763079e+19
280,0.1,0.644710210732387,1.3393364065852606e+19
281,0.1,0.659778247953954,1.1211649295634412e+19
282,0.1,0.6751984523072502,9.336855565833527e+18
283,0.1,0.6909790545715645,7.73052938055197e+18
284,0.1,0.7071284778942997,6.352267343779367e+18
285,0.1,0.7236553422869656,5.175586751276336e+18
286,0.1,0.7405684692262434,4.167443313042902e+18
287,0.1,0.7578768863625929,3.3052801457927444e+18
288,0.1,0.7755898323389001,2.5741158213923564e+18
289,0.1,0.7937167617217552,1.9606841801189087e+18
290,0.1,0.812267350047972,1.4544574962029432e+18
291,0.1,0.8312514989890631,1.044551927589327e+18
292,0.1,0.8506793416364162,7.190621685994267e+17
293,0.1,0.8705612479099865,4.6853373122090157e+17
294,0.1,0.8909078300934141,2.8280175639509226e+17
295,0.1,0.8970257246158319,2.38864839765778e+17
296,0.1,0.9079505915340682,1.7233658625682822e+17
297,0.1,0.9117299484984922,1.5258402135089754e+17
298,0.1,0.917677973892884,1.2469448260925634e+17
299,0.1,0.9263391290596029,9.041099717737914e+16
300,0.1,0.933038717262037,6.862898576479514e+16
301,0.1,0.9340509271626143,6.568562685210825e+16
302,0.1,0.9409174280896655,4.7797002597294e+16
303,0.1,0.9470312856299433,3.4817991740313816e+16
304,0.1,0.952474997706869,2.5388748127797484e+16
305,0.1,0.9548455102782295,2.186023755726973e+16
306,0.1,0.9573220195717457,1.852907020126051e+16
307,0.1,0.96163775497924,1.3531209964603502e+16
308,0.1,0.9654804387192222,9887923981059032.0
309,0.1,0.9689019224134916,7235154236519407.0
310,0.1,0.9719483741806119,5299829690294789.0
311,0.1,0.9746609016098476,3892921764729091.5
312,0.1,0.9770761064503669,2865032845815401.0
313,0.1,0.9771619672696181,2831791390157254.5
314,0.1,0.9792265785004544,2113228108966111.0
315,0.1,0.9811413353610828,1563259684676151.0
316,0.1,0.9828462139876964,1159890909833278.5
317,0.1,0.984364219323648,862922957433723.9
318,0.1,0.9857158347196101,644100922081689.8
319,0.1,0.9869192983276323,483195599451873.06
320,0.1,0.9879908491993972,364838916315908.44
321,0.1,0.9889449464094218,277615570242711.7
322,0.1,0.9897944641599673,213274167239533.34
323,0.1,0.9905508655003228,166138329602610.97
324,0.1,0.99122435700456,131140083737999.66
325,0.1,0.9918240264949221,105340495082825.67
326,0.1,0.9923579656692227,86208559321145.86
327,0.1,0.9928333792869485,71998378097476.81
328,0.1,0.9932566823873724,61476978335911.48
329,0.1,0.993633586851501,53768687570838.62
330,0.1,0.9939691784758902,48216678791271.01
331,0.1,0.9942679855983273,44263618426719.766
332,0.1,0.9945340402013936,41742148866857.375
333,0.1,0.994770932318407,40334122563945.82
334,0.1,0.9949818584758807,39938677558005.26
335,0.1,0.9951696648261622,40523278140711.87
336,0.1,0.9953368855522611,42009923727105.76
337,0.1,0.995485777063092,44334086621781.734
338,0.1,0.9956183484405444,47901743725554.22
339,0.1,0.9957363885492218,52608867171079.72
340,0.1,0.9958414901746578,58518467370497.28
341,0.1,0.9959350715157214,65763059177763.805
342,0.1,0.9960183953212186,74771085348079.89
343,0.1,0.9960925859289145,86740543018295.3
344,0.1,0.9961586444368941,101419392051037.22
345,0.1,0.9962174622119733,119340415375208.67
346,0.1,0.9962698329174449,141144746937193.8
347,0.1,0.9963164632224487,167597189683147.72
348,0.1,0.99635798233748,199602785413482.25
349,0.1,0.9963949505047017,238224224169283.66
350,0.1,0.996427866557626,284699190616140.8
351,0.1,0.9964571746521715,340456855295620.94
352,0.1,0.9964832702599246,407132118799909.3
353,0.1,0.9965065055044725,489669601691309.56
354,0.1,0.9965271939128176,598372342806976.2
355,0.1,0.9965456146459828,731954541021991.4
356,0.1,0.996562016265899,895987412025208.6
357,0.1,0.9965766200893987,1097241682177144.2
358,0.1,0.9965896231745752,1343930053069222.8
359,0.1,0.9966012009798063,1645994286571082.2
360,0.1,0.9966115097313183,2015443921273915.0
361,0.1,0.9966206885312384,2466754434786446.0
362,0.1,0.9966288612345847,3017333479705121.5
363,0.1,0.9966361381205135,3688064660789087.5
364,0.1,0.996642617380384,4503939062681608.0
365,0.1,0.9966483864427107,5494785424172363.0
366,0.1,0.9966535231528896,6696110455807965.0
367,0.1,0.9966580968236126,8150061488678669.0
368,0.1,0.9966621691701446,9906523010447246.0
369,0.1,0.9966657951430843,1.2024358505011682e+16
370,0.1,0.9966690236698452,1.4572811480923198e+16
371,0.1,0.9966718983148635,1.763307082393989e+16
372,0.1,0.996674457867437,2.1300012931854616e+16
373,0.1,0.9966767368651345,2.568413355849189e+16
374,0.1,0.9966787660598297,3.0913635508617244e+16
375,0.1,0.9966805728326563,3.713673876696178e+16
376,0.1,0.9966821815634767,4.452412989407177e+16
377,0.1,0.9966836139598545,5.327158409997695e+16
378,0.1,0.9966848893499678,6.360271910402475e+16
379,0.1,0.9966860249434154,7.577184977606971e+16
380,0.1,0.9966870360634367,9.006689827058808e+16
381,0.1,0.9966879363536763,1.0681230108284253e+17
382,0.1,0.9966887379622872,1.263718396873502e+17
383,0.1,0.9966894517058521,1.4915130506046163e+17
384,0.1,0.9966900872153384,1.756008890941836e+17
385,0.1,0.9966906530660543,2.0621744992728416e+17
386,0.1,0.9966911568933605,2.4154460093490634e+17
387,0.1,0.9966916054956991,2.821761809802743e+17
388,0.1,0.9966920049263291,3.287533949670655e+17
389,0.1,0.9966923605750061,3.8196496394334125e+17
390,0.1,0.9966926772407094,4.425443711847663e+17
391,0.1,0.9966929591963979,5.112658466791796e+17
392,0.1,0.9966932102466681,5.889387479587981e+17
393,0.1,0.9966934337790908,6.763999572938446e+17
394,0.1,0.9966936328099221,7.745042571882104e+17
395,0.1,0.9966938100248037,8.841124877601446e+17
396,0.1,0.9966939678150016,1.0060774015031596e+18
397,0.1,0.996694108309673,1.1412274215986264e+18
398,0.1,0.9966942334045961,1.290346952608736e+18
399,0.1,0.9966943447877514,1.454156902413217e+18
400,0.1,0.9966944439620982,1.6332910018021934e+18
401,0.1,0.9966945322658549,1.8282718269280993e+18
402,0.1,0.9966946108905571,2.0394856502940288e+18
403,0.1,0.9966946808971342,2.2671570295558188e+18
404,0.1,0.9966947432302271,2.511323960951763e+18
405,0.1,0.996694798730933,2.7718145285458033e+18
406,0.1,0.9966948481481566,3.048226129270448e+18
407,0.1,0.9966948921487133,3.339908376897212e+18
408,0.1,0.9966949313263291,3.6459508791400084e+18
409,0.1,0.9966949662096513,3.965176996424903e+18
410,0.1,0.9966949972693806,4.2961446170586614e+18
411,0.1,0.9966950249246248,4.637154884791837e+18
412,0.1,0.9966950495485528,4.986269230622077e+18
413,0.1,0.9966950714734298,5.341335566389457e+18
414,0.1,0.9966950909951011,5.700022810259294e+18
415,0.1,0.9966951083769843,6.059863743399804e+18
416,0.1,0.9966951238536234,6.418304943672018e+18
417,0.1,0.9966951376338544,6.772762387436461e+18
418,0.1,0.9966951499036215,7.120680712295088e+18
419,0.1,0.9966952495731465,1.0988643849866056e+19
420,0.1,0.9966953492426716,7.121080633318738e+18
421,0.1,0.9966953615124388,6.773194119452033e+18
422,0.1,0.9966953752926695,6.41876217291437e+18
423,0.1,0.9966953907693087,6.060339441866418e+18
424,0.1,0.9966954081511918,5.700509438481926e+18
425,0.1,0.9966954276728631,5.34182523289198e+18
426,0.1,0.9966954495977401,4.986753874904908e+18
427,0.1,0.9966954742216679,4.637626457774918e+18
428,0.1,0.9966955018769125,4.2965952368897684e+18
429,0.1,0.9966955329366418,3.965599127101514e+18
430,0.1,0.9966955678199638,3.6463374569009556e+18
431,0.1,0.9966956069975798,3.34025293362137e+18
432,0.1,0.9966956509981363,3.048522901211705e+18
433,0.1,0.9966957004153598,2.772058529260106e+18
434,0.1,0.9966957559160659,2.5115110452732657e+18
435,0.1,0.9966958182491589,2.267283931187102e+18
436,0.1,0.9966958882557359,2.0395499994090353e+18
437,0.1,0.996695966880438,1.8282721470408788e+18
438,0.1,0.9966960551841947,1.6332266932664184e+18
439,0.1,0.9966961543585416,1.4540282070145106e+18
440,0.1,0.9966962657416969,1.2901549087140646e+18
441,0.1,0.99669639083662,1.1409738040051758e+18
442,0.1,0.9966965313312914,1.0057646594935177e+18
443,0.1,0.9966966891214891,8.837436593243896e+17
444,0.1,0.9966968663363709,7.740831303023507e+17
445,0.1,0.9966970653672022,6.75930068449777e+17
446,0.1,0.9966972888996247,5.884246744059178e+17
447,0.1,0.9966975399498951,5.1071220709381504e+17
448,0.1,0.9966978219055836,4.4195597470295386e+17
449,0.1,0.9966981385712869,3.813467296550076e+17
450,0.1,0.9966984942199636,3.281102880635855e+17
451,0.1,0.9966988936505939,2.8151313601570627e+17
452,0.1,0.9966993422529324,2.4086646289803264e+17
453,0.1,0.9966998460802386,2.0552864615575443e+17
454,0.1,0.9967004119309545,1.7490646999689344e+17
455,0.1,0.9967010474404407,1.4845526825335245e+17
456,0.1,0.9967017611840058,1.256781847679906e+17
457,0.1,0.9967025627926166,1.0612472967849456e+17
458,0.1,0.9967034630828564,8.938879326197802e+16
459,0.1,0.9967044742028776,7.5106261130244e+16
460,0.1,0.9967056097963252,6.295235773671279e+16
461,0.1,0.9967068851864385,5.263881116057128e+16
462,0.1,0.9967083175828163,4.391097357593911e+16
463,0.1,0.9967099263136366,3.654489171936244e+16
464,0.1,0.9967117330864631,3.034446914076945e+16
465,0.1,0.9967137622811585,2.5138713021130736e+16
466,0.1,0.996716041278856,2.077912029490222e+16
467,0.1,0.9967186008314295,1.7137204575087062e+16
468,0.1,0.9967214754764476,1.4102237173693516e+16
469,0.1,0.9967247040032088,1.1579113666592672e+16
470,0.1,0.9967283299761482,9486444034759242.0
471,0.1,0.9967324023226803,7754807568702235.0
472,0.1,0.9967369759934032,6325186159573023.0
473,0.1,0.9967421127035824,5147564181267730.0
474,0.1,0.9967478817659091,4179684268732870.5
475,0.1,0.9967543610257793,3385950224872339.0
476,0.1,0.9967616379117084,2736463120900375.0
477,0.1,0.9967698106150545,2206179468527224.8
478,0.1,0.9967789894149747,1774179478278954.5
479,0.1,0.9967892981664865,1423033928706308.0
480,0.1,0.996800875971718,1138258751842267.5
481,0.1,0.9968138790568942,907847119496080.1
482,0.1,0.9968284828803938,721869584093416.6
483,0.1,0.9968448845003101,572133633584550.2
484,0.1,0.9968633052334754,451894840919330.25
485,0.1,0.9968839936418205,355612607361741.94
486,0.1,0.9969072288863684,278744302631847.88
487,0.1,0.9969333244941216,217572378747578.3
488,0.1,0.9969626325886669,169059756243703.16
489,0.1,0.9969955486415913,130729413645936.56
490,0.1,0.9970325168088131,97883835009304.66
491,0.1,0.9970740359238442,72760796908507.81
492,0.1,0.9971206662288482,53866770972016.41
493,0.1,0.9971730369343198,39679476093345.805
494,0.1,0.9972318547093989,29052011767689.047
495,0.1,0.9972979132173784,21117407890216.258
496,0.1,0.9973721038250746,15218756219026.541
497,0.1,0.9974554276305715,10857479699314.838
498,0.1,0.9975490089716351,7483701809505.342
499,0.1,0.9976541105970712,4984392664424.715
500,0.1,0.9977721507057485,3269703811612.7583
501,0.1,0.997904722083201,2104887599353.979
502,0.1,0.9980536135940319,1294377744775.5288
503,0.1,0.9982208343201308,741661551919.0457
504,0.1,0.9984086406704121,410669081157.3748
505,0.1,0.9986195668278861,206361348671.86667
506,0.1,0.9988564589448992,93934327350.27844
507,0.1,0.9991225135479658,37120801078.596085
508,0.1,0.9994213206704029,12214694512.577568
509,0.1,0.9997569122947918,2535785970.932724
510,1.5848931924611134,0.001,6.227708025519992e+24
511,1.5848931924611134,0.0010233717986325203,6.227716131562459e+24
512,1.5848931924611134,0.0010472898382363584,6.227724237615685e+24
513,1.5848931924611134,0.0010717668854455034,6.22773234367963e+24
514,1.5848931924611134,0.001096816005273138,6.227740449754315e+24
515,1.5848931924611134,0.001122450568085307,6.227748555839744e+24
516,1.5848931924611134,0.0011486842567375536,6.227756661935942e+24
517,1.5848931924611134,0.0011755310738783698,6.227764768042859e+24
518,1.5848931924611134,0.0012030053494233243,6.227772874160523e+24
519,1.5848931924611134,0.0012311217482038907,6.227780980288932e+24
520,1.5848931924611134,0.0012598952777950272,6.227789086428112e+24
521,1.5848931924611134,0.0012893412965257157,6.227797192578018e+24
522,1.5848931924611134,0.001319475521676706,6.227805298738675e+24
523,1.5848931924611134,0.0013503140378698735,6.227813404910108e+24
524,1.5848931924611134,0.0013818733056536322,6.227821511092267e+24
525,1.5848931924611134,0.001414170170289024,6.227829617285179e+24
526,1.5848931924611134,0.0014472218707411344,6.227837723488847e+24
527,1.5848931924611134,0.0014810460488806755,6.227845829703292e+24
528,1.5848931924611134,0.0015156607589006028,6.22785610679269e+24
529,1.5848931924611134,0.0015510844769528408,6.227869041784762e+24
530,1.5848931924611134,0.0015873361110102088,6.227881976804061e+24
