,m [eV],radius [R_solar],Q [erg/s/cm^3]
881,1.5848931924611134,0.9676477362433495,1.4335023364643827e+23
882,1.5848931924611134,0.9676499488684904,1.6202507629339262e+23
883,1.5848931924611134,0.9676519189657853,1.8253031202869856e+23
884,1.5848931924611134,0.9676536731189309,2.049432231878709e+23
885,1.5848931924611134,0.9676552349977614,2.2932694655697317e+23
886,1.5848931924611134,0.9676566256776382,2.5572732799816268e+23
887,1.5848931924611134,0.9676578639238342,2.8416975032246973e+23
888,1.5848931924611134,0.9676589664447428,3.146560374079349e+23
889,1.5848931924611134,0.967659948117336,3.471615539797406e+23
890,1.5848931924611134,0.9676608221879067,3.8163263376552675e+23
891,1.5848931924611134,0.9676616004508107,4.17984478257713e+23
892,1.5848931924611134,0.9676622934076126,4.560996715228823e+23
893,1.5848931924611134,0.9676629104087917,4.958274533328917e+23
894,1.5848931924611134,0.9676634597799126,5.369838800125762e+23
895,1.5848931924611134,0.9676639489339675,5.793530080020979e+23
896,1.5848931924611134,0.9676643844714031,6.226890178446675e+23
897,1.5848931924611134,0.967664772269186,6.667197112521821e+23
898,1.5848931924611134,0.9676651175601025,7.111508384940699e+23
899,1.5848931924611134,0.9676654250033689,7.556715832076437e+23
900,1.5848931924611134,0.9676656987475003,7.999609173950864e+23
901,1.5848931924611134,0.9676659424862896,8.436946650895396e+23
902,1.5848931924611134,0.9676661595086495,8.865530324146377e+23
903,1.5848931924611134,0.9676663527429917,9.28228316820308e+23
904,1.5848931924611134,0.9676665247967426,9.684324775101101e+23
905,1.5848931924611134,0.9676666779915263,1.006904233098873e+24
906,1.5848931924611134,0.9676668143944908,1.0434153622346422e+24
907,1.5848931924611134,0.9676669358462027,1.0777759092476782e+24
908,1.5848931924611134,0.9676670439854825,1.1098380472742266e+24
909,1.5848931924611134,0.9676671402715179,1.1394984193973993e+24
910,1.5848931924611134,0.9676672260035537,1.1666988615313373e+24
911,1.5848931924611134,0.9676673023384236,1.1914255017230776e+24
912,1.5848931924611134,0.9676673703061591,1.2137063224331883e+24
913,1.5848931924611134,0.9676674308238894,1.2336073597311453e+24
914,1.5848931924611134,0.9676674847082167,1.251227786437898e+24
915,1.5848931924611134,0.967667532686234,1.2666941785557127e+24
916,1.5848931924611134,0.9676675754053374,1.2801542995072522e+24
917,1.5848931924611134,0.9676676134419611,1.2917707380062006e+24
918,1.5848931924611134,0.9676676473093561,1.3017147210732487e+24
919,1.5848931924611134,0.9676676774645152,1.3101603804360772e+24
920,1.5848931924611134,0.9676677043143399,1.3172796967202812e+24
921,1.5848931924611134,0.967667728221131,1.3232382766109063e+24
922,1.5848931924611134,0.9676677495074772,1.3281920467584683e+24
923,1.5848931924611134,0.9676677684606078,1.3322848815465492e+24
924,1.5848931924611134,0.9676677853362683,1.3356471193554486e+24
925,1.5848931924611134,0.9676678003621725,1.3383948755304732e+24
926,1.5848931924611134,0.9676678137410739,1.3406300267965796e+24
927,1.5848931924611134,0.9676678256535015,1.342440725230623e+24
928,1.5848931924611134,0.9676679224202938,1.3497327624680705e+24
929,1.5848931924611134,0.967668019187086,1.3424198734463723e+24
930,1.5848931924611134,0.9676680310995138,1.3406066466746096e+24
931,1.5848931924611134,0.967668044478415,1.338368670299402e+24
932,1.5848931924611134,0.9676680595043191,1.335617760728749e+24
933,1.5848931924611134,0.9676680763799799,1.3322520074054728e+24
934,1.5848931924611134,0.9676680953331103,1.328155259101129e+24
935,1.5848931924611134,0.9676681166194566,1.323197139494743e+24
936,1.5848931924611134,0.9676681405262476,1.3172337349525318e+24
937,1.5848931924611134,0.9676681673760725,1.3101090780913467e+24
938,1.5848931924611134,0.9676681975312317,1.3016575215377226e+24
939,1.5848931924611134,0.9676682313986266,1.2917070440577142e+24
940,1.5848931924611134,0.9676682694352503,1.2800834746168926e+24
941,1.5848931924611134,0.9676683121543536,1.266615549763977e+24
942,1.5848931924611134,0.9676683601323709,1.251140647554146e+24
943,1.5848931924611134,0.967668414016698,1.2335109769743303e+24
944,1.5848931924611134,0.9676684745344287,1.213599940491884e+24
945,1.5848931924611134,0.967668542502164,1.191308352833519e+24
946,1.5848931924611134,0.9676686188370339,1.1665701740967814e+24
947,1.5848931924611134,0.9676687045690696,1.139357429614079e+24
948,1.5848931924611134,0.9676688008551051,1.1096840111473477e+24
949,1.5848931924611134,0.9676689089943848,1.0776081160310486e+24
950,1.5848931924611134,0.9676690304460968,1.0432331483502125e+24
951,1.5848931924611134,0.9676691668490615,1.0067069965968022e+24
952,1.5848931924611134,0.9676693200438448,9.682196926950874e+23
953,1.5848931924611134,0.9676694920975959,9.279995479748674e+23
954,1.5848931924611134,0.9676696853319383,8.863079473483125e+23
955,1.5848931924611134,0.9676699023542981,8.434330472747556e+23
956,1.5848931924611134,0.9676701460930872,7.996826761945584e+23
957,1.5848931924611134,0.9676704198372188,7.55376762512258e+23
958,1.5848931924611134,0.9676707272804851,7.108396233479129e+23
959,1.5848931924611134,0.9676710725714015,6.663924315805388e+23
960,1.5848931924611134,0.9676714603691845,6.22346149829266e+23
961,1.5848931924611134,0.9676718959066202,5.789951730424209e+23
962,1.5848931924611134,0.9676723850606749,5.366118408161906e+23
963,1.5848931924611134,0.9676729344317958,4.954421074965688e+23
964,1.5848931924611134,0.9676735514329751,4.5570204295276194e+23
965,1.5848931924611134,0.9676742443897769,4.175757063019763e+23
966,1.5848931924611134,0.9676750226526807,3.812139605070354e+23
967,1.5848931924611134,0.9676758967232517,3.4673430993348644e+23
968,1.5848931924611134,0.9676768783958449,3.1422162606872406e+23
969,1.5848931924611134,0.9676779809167534,2.8372963174043267e+23
970,1.5848931924611134,0.9676792191629494,2.5528300184620235e+23
971,1.5848931924611134,0.9676806098428262,2.2887993502597237e+23
972,1.5848931924611134,0.9676821717216565,2.0449505399387555e+23
973,1.5848931924611134,0.9676839258748022,1.8208250187152083e+23
974,1.5848931924611134,0.9676858959720972,1.6157911505536295e+23
975,1.5848931924611134,0.9676881085972382,1.4290756953656635e+23
976,1.5848931924611134,0.9676905936064948,1.2597941525070155e+23
977,1.5848931924611134,0.967693384531578,1.1069793095273061e+23
978,1.5848931924611134,0.9676965190321033,9.696074953835812e+22
979,1.5848931924611134,0.967700039403754,8.466214259775492e+22
980,1.5848931924611134,0.9677039931490035,7.369540758031489e+22
981,1.5848931924611134,0.9677084336180919,6.395427081123026e+22
982,1.5848931924611134,0.9677134207289156,5.533430929803027e+22
983,1.5848931924611134,0.9677190217755328,4.773487072098956e+22
984,1.5848931924611134,0.9677253123362035,4.105926649807267e+22
985,1.5848931924611134,0.9677323772932117,3.521588512165737e+22
986,1.5848931924611134,0.967740311978233,3.011862881783342e+22
987,1.5848931924611134,0.9677492234587008,2.568724330104311e+22
988,1.5848931924611134,0.9677592319825326,2.184747747182439e+22
989,1.5848931924611134,0.9677704726007047,1.8531118871784676e+22
990,1.5848931924611134,0.9677830969895769,1.5675908103956007e+22
991,1.5848931924611134,0.9677972754975523,1.3225367415992177e+22
992,1.5848931924611134,0.9678131994436889,1.1128559879198496e+22
993,1.5848931924611134,0.9678310836992816,9.339796571636912e+21
994,1.5848931924611134,0.9678511695872499,7.818309116157647e+21
995,1.5848931924611134,0.9678737281384503,6.527900018931048e+21
996,1.5848931924611134,0.9678990637488584,5.436582520422475e+21
997,1.5848931924611134,0.9679275182869642,4.516219197098631e+21
998,1.5848931924611134,0.9679594757068086,3.7421667532681967e+21
999,1.5848931924611134,0.9679953672289029,3.092932717868734e+21
1000,1.5848931924611134,0.9680356771589443,2.5419732761708976e+21
1001,1.5848931924611134,0.9680809494228427,2.0835601749295327e+21
1002,1.5848931924611134,0.9681317949062349,1.7039102390351023e+21
1003,1.5848931924611134,0.9681888996975306,1.3901684884271826e+21
1004,1.5848931924611134,0.9682530343457112,1.1314608104149883e+21
1005,1.5848931924611134,0.9683250642578064,9.186086524848319e+20
1006,1.5848931924611134,0.9684059613763469,7.438817874233878e+20
1007,1.5848931924611134,0.9684968172943651,6.007843480939383e+20
1008,1.5848931924611134,0.9685988579849094,4.819578485951038e+20
1009,1.5848931924611134,0.96871346034383,3.855986866318877e+20
1010,1.5848931924611134,0.9688421707690545,3.0767064261960643e+20
1011,1.5848931924611134,0.9689867260270569,2.4478478203405346e+20
1012,1.5848931924611134,0.9691490766880828,1.9377050973492645e+20
1013,1.5848931924611134,0.9693314134463566,1.528868161753481e+20
1014,1.5848931924611134,0.9695361966804239,1.200822360012923e+20
1015,1.5848931924611134,0.9697661896525045,9.344156316934767e+19
1016,1.5848931924611134,0.9700244957948382,7.244822326615504e+19
1017,1.5848931924611134,0.9703146005861444,5.571666886836714e+19
1018,1.5848931924611134,0.9706404185832634,4.265420726628521e+19
1019,1.5848931924611134,0.9710063462426063,3.2476788611264532e+19
1020,1.5848931924611134,0.9714173212441591,2.442115175080226e+19
1021,1.5848931924611134,0.9718788891185441,1.824280521356746e+19
1022,1.5848931924611134,0.9723972780761675,1.3498076662433942e+19
1023,1.5848931924611134,0.9729794830481747,9.863504610814091e+18
1024,1.5848931924611134,0.9736333600732255,7.101781963358219e+18
1025,1.5848931924611134,0.9743677323037052,5.028947548757383e+18
1026,1.5848931924611134,0.975192509061778,3.4958195850717645e+18
1027,1.5848931924611134,0.9761188195517768,2.371894360063473e+18
1028,1.5848931924611134,0.9771591630331894,1.5650902390173775e+18
1029,1.5848931924611134,0.9771619672696181,1.5633601689888696e+18
1030,1.5848931924611134,0.9783275774806167,9.966671542927306e+17
1031,1.5848931924611134,0.9796398290065288,6.063310191874701e+17
1032,1.5848931924611134,0.9811136246028181,3.4762056706427866e+17
1033,1.5848931924611134,0.9827688510717919,1.8414666995413136e+17
1034,1.5848931924611134,0.9846278433706495,8.688680629076307e+16
1035,1.5848931924611134,0.9867156859903692,3.4181582031585588e+16
1036,1.5848931924611134,0.9890605514356952,9846393594372654.0
1037,1.5848931924611134,0.9916940803735335,1564044875893160.2
1038,1.5848931924611134,0.9946518085793267,73621496953031.58
1039,1.5848931924611134,0.9979736464424515,159178962939.08963
1040,25.118864315095795,0.001,1.5602363015799702e+27
1041,25.118864315095795,0.0010233717986325203,1.560238336896188e+27
1042,25.118864315095795,0.0010472898382363584,1.5602403722150077e+27
1043,25.118864315095795,0.0010717668854455034,1.5602424075364204e+27
1044,25.118864315095795,0.001096816005273138,1.56024444286043e+27
1045,25.118864315095795,0.001122450568085307,1.5602464781870386e+27
1046,25.118864315095795,0.0011486842567375536,1.5602485135162507e+27
1047,25.118864315095795,0.0011755310738783698,1.560250548848055e+27
1048,25.118864315095795,0.0012030053494233243,1.5602525841824572e+27
1049,25.118864315095795,0.0012311217482038907,1.5602546195194563e+27
1050,25.118864315095795,0.0012598952777950272,1.5602566548590604e+27
1051,25.118864315095795,0.0012893412965257157,1.560258690201256e+27
1052,25.118864315095795,0.001319475521676706,1.56026072554605e+27
1053,25.118864315095795,0.0013503140378698735,1.5602627608934484e+27
1054,25.118864315095795,0.0013818733056536322,1.5602647962434382e+27
1055,25.118864315095795,0.001414170170289024,1.560266831596027e+27
1056,25.118864315095795,0.0014472218707411344,1.5602688669512137e+27
1057,25.118864315095795,0.0014810460488806755,1.5602709023090035e+27
1058,25.118864315095795,0.0015156607589006028,1.560273483867694e+27
1059,25.118864315095795,0.0015510844769528408,1.5602767341653223e+27
1060,25.118864315095795,0.0015873361110102088,1.5602799844695192e+27
1061,25.118864315095795,0.001624435010958867,1.5602832347802956e+27
1062,25.118864315095795,0.001662400978926612,1.560286485097646e+27
1063,25.118864315095795,0.0017012542798525892,1.5602897354215643e+27
1064,25.118864315095795,0.0017410156523040153,1.5602929857520627e+27
1065,25.118864315095795,0.0017817063195457307,1.5602962360891353e+27
1066,25.118864315095795,0.0018233480008684403,1.5602994864327752e+27
1067,25.118864315095795,0.001865962923181746,1.5603027367829966e+27
1068,25.118864315095795,0.0019095738328780967,1.5603059871397914e+27
1069,25.118864315095795,0.0019542040079740535,1.560309237503155e+27
1070,25.118864315095795,0.001999877270535287,1.5603124878730978e+27
1071,25.118864315095795,0.00204661799939199,1.560217854686435e+27
1072,25.118864315095795,0.0020944511431514688,1.5601229664179425e+27
1073,25.118864315095795,0.0021434022335148567,1.5600280837676904e+27
1074,25.118864315095795,0.00219349739890506,1.5599332067341438e+27
1075,25.118864315095795,0.002244763378413224,1.559838335315829e+27
1076,25.118864315095795,0.0022972275360711512,1.5597434695112817e+27
1077,25.118864315095795,0.0023509178754572866,1.5596486093190848e+27
1078,25.118864315095795,0.002405863054644067,1.5595537547378507e+27
1079,25.118864315095795,0.0024620924014946257,1.5594589057662032e+27
1080,25.118864315095795,0.0025196359293170162,1.5593991607885774e+27
1081,25.118864315095795,0.002578524352884274,1.5594079626629604e+27
1082,25.118864315095795,0.0026387891048289345,1.559416764585855e+27
1083,25.118864315095795,0.0027004623524206823,1.559425566557262e+27
1084,25.118864315095795,0.0027635770147361603,1.5594343685771841e+27
1085,25.118864315095795,0.0028281667802300325,1.5594431706456202e+27
1086,25.118864315095795,0.0028942661247167516,1.5594519727625722e+27
1087,25.118864315095795,0.0029619103297725538,1.5594607749280413e+27
1088,25.118864315095795,0.0030311355015675795,1.5594722661378316e+27
1089,25.118864315095795,0.003101978590138097,1.5594870852600868e+27
1090,25.118864315095795,0.0031744774091091933,1.5595019045197933e+27
1091,25.118864315095795,0.003248670655878375,1.5595167239169552e+27
1092,25.118864315095795,0.0033245979322709413,1.5595315434515792e+27
1093,25.118864315095795,0.003402299765678068,1.5595463631236682e+27
1094,25.118864315095795,0.0034818176306889667,1.559561182933236e+27
1095,25.118864315095795,0.003563193971228584,1.5592956871779735e+27
1096,25.118864315095795,0.0036464722232127486,1.5589486679725988e+27
1097,25.118864315095795,0.003731696837732756,1.558601725298198e+27
1098,25.118864315095795,0.003818913304781854,1.5582548591424342e+27
1099,25.118864315095795,0.003908168177536264,1.5579080694931815e+27
1100,25.118864315095795,0.003999509097203665,1.5575613563385287e+27
1101,25.118864315095795,0.004092984818452442,1.5575850640173444e+27
1102,25.118864315095795,0.004188645235435271,1.5576107502630603e+27
1103,25.118864315095795,0.004286541408420925,1.5576364369229844e+27
1104,25.118864315095795,0.0043867255910484985,1.557662123997139e+27
1105,25.118864315095795,0.004489251258218608,1.557687811485571e+27
1106,25.118864315095795,0.0045941731346364765,1.557526596463621e+27
1107,25.118864315095795,0.004701547224022129,1.5573438202490431e+27
1108,25.118864315095795,0.0048114308390032594,1.5571610648638823e+27
1109,25.118864315095795,0.004923882631706742,1.5569783302970987e+27
1110,25.118864315095795,0.00503896262506515,1.556870301788735e+27
1111,25.118864315095795,0.005156732244854963,1.5569098800252278e+27
1112,25.118864315095795,0.0052772543524835375,1.5569494592439022e+27
1113,25.118864315095795,0.0054005932785423745,1.5569890394448647e+27
1114,25.118864315095795,0.005526814857144603,1.5569754345763783e+27
1115,25.118864315095795,0.005655986461065008,1.5567623902596978e+27
1116,25.118864315095795,0.005788177037701274,1.556549374185783e+27
1117,25.118864315095795,0.005923457145875806,1.5563363305757825e+27
1118,25.118864315095795,0.006061898993497572,1.5562430337517588e+27
1119,25.118864315095795,0.006203576476104275,1.5562994896879473e+27
1120,25.118864315095795,0.006348565216305218,1.5563559496935464e+27
1121,25.118864315095795,0.006496942604146125,1.556412415939942e+27
1122,25.118864315095795,0.006648787838417263,1.555831071485567e+27
1123,25.118864315095795,0.006804181968927101,1.555236655580279e+27
1124,25.118864315095795,0.006963207939763883,1.5546424643124437e+27
1125,25.118864315095795,0.00712595063356841,1.5543053644443768e+27
1126,25.118864315095795,0.0072924969168414455,1.5540442351715487e+27
1127,25.118864315095795,0.007462935686310137,1.5537831483696672e+27
1128,25.118864315095795,0.007637357916378027,1.5535231267377165e+27
1129,25.118864315095795,0.007815856707684091,1.5532634310898152e+27
1130,25.118864315095795,0.007998527336796709,1.5530037958906717e+27
1131,25.118864315095795,0.008185467307069028,1.552726946512265e+27
1132,25.118864315095795,0.008376776400682925,1.5524500100570674e+27
1133,25.118864315095795,0.008572556731909325,1.551999557191488e+27
1134,25.118864315095795,0.008772912801613356,1.55125117559571e+27
1135,25.118864315095795,0.008977951553033322,1.550503161426148e+27
1136,25.118864315095795,0.00918778242886334,1.550158417813402e+27
1137,25.118864315095795,0.009402517429670132,1.549861610201322e+27
1138,25.118864315095795,0.009622271173675135,1.5495587487652765e+27
1139,25.118864315095795,0.009847160957933775,1.549251017869166e+27
1140,25.118864315095795,0.010077306820944612,1.5487621637407954e+27
1141,25.118864315095795,0.010312831606721848,1.547911351014749e+27
1142,25.118864315095795,0.010553861030365236,1.547178656503147e+27
1143,25.118864315095795,0.010800523745162528,1.5468604652369683e+27
1144,25.118864315095795,0.011052951411260215,1.5465377850424414e+27
1145,25.118864315095795,0.011311278765939212,1.546198486437862e+27
1146,25.118864315095795,0.011575643695533043,1.5455333821388035e+27
1147,25.118864315095795,0.011846187309026835,1.5440467565248598e+27
1148,25.118864315095795,0.012123054013376522,1.5430645705429056e+27
1149,25.118864315095795,0.012406391590588319,1.542718885879068e+27
1150,25.118864315095795,0.012696351276599736,1.5419271194632972e+27
1151,25.118864315095795,0.012993087842004158,1.540920738436939e+27
1152,25.118864315095795,0.013296759674662127,1.539961577866631e+27
1153,25.118864315095795,0.01360752886424334,1.539206223062468e+27
1154,25.118864315095795,0.013925561288744634,1.538837580198143e+27
1155,25.118864315095795,0.014251026703029985,1.537403688312054e+27
1156,25.118864315095795,0.01458409882943986,1.5359983498333587e+27
1157,25.118864315095795,0.014924955450518298,1.5356311194291088e+27
1158,25.118864315095795,0.01527377850390714,1.5341059234216e+27
1159,25.118864315095795,0.015630754179458167,1.5327923967840756e+27
1160,25.118864315095795,0.01599607301861488,1.5324086642714426e+27
1161,25.118864315095795,0.016369930016117026,1.530482235984586e+27
1162,25.118864315095795,0.016752524724082157,1.5290616672382213e+27
1163,25.118864315095795,0.017144061358519713,1.5275821461802523e+27
1164,25.118864315095795,0.017544748908334597,1.525627205706473e+27
1165,25.118864315095795,0.017954801246878312,1.5244597052966615e+27
1166,25.118864315095795,0.018374437246107267,1.5224038072110187e+27
1167,25.118864315095795,0.018803880893409158,1.520218712533253e+27
1168,25.118864315095795,0.0192433614111598,1.518545290112061e+27
1169,25.118864315095795,0.01969311337907423,1.516858462609232e+27
1170,25.118864315095795,0.02015337685941733,1.5145662389649148e+27
1171,25.118864315095795,0.020624397525140916,1.5125037521535743e+27
1172,25.118864315095795,0.021106426791015546,1.5109516618977586e+27
1173,25.118864315095795,0.02159972194782718,1.5085246841842363e+27
1174,25.118864315095795,0.022104546299710218,1.5062796905114864e+27
1175,25.118864315095795,0.022621169304690252,1.5043989044767083e+27
1176,25.118864315095795,0.02314986671851161,1.5010955032928558e+27
1177,25.118864315095795,0.023690920741826334,1.4985326438222654e+27
1178,25.118864315095795,0.024244620170823284,1.4959558650663139e+27
1179,25.118864315095795,0.02481126055137769,1.4932562418202817e+27
1180,25.118864315095795,0.02539114433680347,1.4897423639399009e+27
1181,25.118864315095795,0.025984581049292486,1.4857773637967408e+27
1182,25.118864315095795,0.026591887445126937,1.4838240572387145e+27
1183,25.118864315095795,0.027213387683753074,1.4797140652402396e+27
1184,25.118864315095795,0.027849413500806438,1.4762146001376148e+27
1185,25.118864315095795,0.028500304385181086,1.4722547736004563e+27
1186,25.118864315095795,0.02916640776023705,1.4678818624968027e+27
1187,25.118864315095795,0.029848079169243275,1.4649006927609547e+27
1188,25.118864315095795,0.030545682465154336,1.4610140109400179e+27
1189,25.118864315095795,0.03125959000482281,1.456424023268382e+27
1190,25.118864315095795,0.03199018284775065,1.4517379543468934e+27
1191,25.118864315095795,0.03273785095948577,1.446959846345976e+27
1192,25.118864315095795,0.033502993419772316,1.4420974741872225e+27
1193,25.118864315095795,0.034286018635565865,1.436162145087384e+27
1194,25.118864315095795,0.03508734455902713,1.4311172765231876e+27
1195,25.118864315095795,0.03590739891061055,1.425988849033483e+27
1196,25.118864315095795,0.0367466194073669,1.4192269868192452e+27
1197,25.118864315095795,0.03760545399658172,1.4131589012151692e+27
1198,25.118864315095795,0.03848436109487431,1.4069511162271115e+27
1199,25.118864315095795,0.03938380983288489,1.4004346675454817e+27
1200,25.118864315095795,0.04030428030568053,1.3931553119564967e+27
1201,25.118864315095795,0.04124626382901352,1.3860140771214709e+27
1202,25.118864315095795,0.04221026320156901,1.3791789813474506e+27
1203,25.118864315095795,0.04319679297334174,1.3707997976490375e+27
1204,25.118864315095795,0.04420637972028532,1.3637134160089415e+27
1205,25.118864315095795,0.04523956232538053,1.354917686225557e+27
1206,25.118864315095795,0.046296892266272656,1.3464220784441795e+27
1207,25.118864315095795,0.04737893390963143,1.338169438194185e+27
1208,25.118864315095795,0.048486264812390815,1.328650726524598e+27
1209,25.118864315095795,0.04961947603002903,1.318698932984571e+27
1210,25.118864315095795,0.05077917243205401,1.309999350678102e+27
1211,25.118864315095795,0.05196597302486197,1.299310948025862e+27
1212,25.118864315095795,0.053180511282142004,1.2893751800711965e+27
1213,25.118864315095795,0.054423435483002665,1.2781976424780544e+27
1214,25.118864315095795,0.05569540905800133,1.2671439806638683e+27
1215,25.118864315095795,0.056997110943260744,1.256042283964114e+27
1216,25.118864315095795,0.05832923594286206,1.2440648617072783e+27
1217,25.118864315095795,0.059692495099707366,1.2318153251964174e+27
1218,25.118864315095795,0.0610876160750504,1.2194517372839323e+27
1219,25.118864315095795,0.06251534353689715,1.2074239239599618e+27
1220,25.118864315095795,0.0639764395574843,1.1942486272879263e+27
1221,25.118864315095795,0.0654716840200474,1.1798273194773338e+27
1222,25.118864315095795,0.0670018750350959,1.1661498340272692e+27
1223,25.118864315095795,0.06856782936641742,1.1520791735461539e+27
1224,25.118864315095795,0.07017038286703829,1.1376858546721531e+27
1225,25.118864315095795,0.07181039092537353,1.1223447251437923e+27
1226,25.118864315095795,0.07348872892180387,1.1068771166109183e+27
1227,25.118864315095795,0.0752062926959241,1.0909395700549164e+27
1228,25.118864315095795,0.07696399902471159,1.0747776399018594e+27
1229,25.118864315095795,0.07876278611187058,1.058601048002405e+27
1230,25.118864315095795,0.08060361408861345,1.0420477897576454e+27
1231,25.118864315095795,0.08248746552614586,1.0254449940173201e+27
1232,25.118864315095795,0.08441534596012985,1.007555147929206e+27
1233,25.118864315095795,0.08638828442740448,9.901769312182589e+26
1234,25.118864315095795,0.08840733401525062,9.717513610886594e+26
1235,25.118864315095795,0.09047357242349298,9.539179531144132e+26
1236,25.118864315095795,0.09258810253973955,9.349722024605829e+26
1237,25.118864315095795,0.09475205302806543,9.165351620263817e+26
1238,25.118864315095795,0.0969665789314552,8.971798189320105e+26
1239,25.118864315095795,0.09923286228832551,8.775367585158982e+26
1240,25.118864315095795,0.10155211276345681,8.585265596195312e+26
1241,25.118864315095795,0.1039255682936713,8.384963208945952e+26
1242,25.118864315095795,0.10635449574860112,8.183234902541211e+26
1243,25.118864315095795,0.10884019160690066,7.987009472276781e+26
1244,25.118864315095795,0.11138398264826195,7.782380278783526e+26
1245,25.118864315095795,0.11398722666160525,7.57641493898661e+26
1246,25.118864315095795,0.11665131316981961,7.368604046865566e+26
1247,25.118864315095795,0.11937766417144371,7.16712120961233e+26
1248,25.118864315095795,0.12216773489967918,6.957933863637044e+26
1249,25.118864315095795,0.1250230145991456,6.747897567968757e+26
1250,25.118864315095795,0.12794502732078733,6.537301728531345e+26
1251,25.118864315095795,0.1309353327353611,6.332556194054069e+26
1252,25.118864315095795,0.13399552696593384,6.12163015451015e+26
1253,25.118864315095795,0.1371272434398401,5.911011887823868e+26
1254,25.118864315095795,0.14033215376054847,5.7058285170290876e+26
1255,25.118864315095795,0.14361196859990788,5.497341333112956e+26
1256,25.118864315095795,0.1469684386112446,5.2924542972434394e+26
1257,25.118864315095795,0.15040335536380253,5.0889770442143493e+26
1258,25.118864315095795,0.15391855229902054,4.886057281534531e+26
1259,25.118864315095795,0.1575159057091623,4.685401086606422e+26
1260,25.118864315095795,0.1611973357388157,4.485070830426818e+26
1261,25.118864315095795,0.16496480740980207,4.286604354740015e+26
1262,25.118864315095795,0.16882033167003627,4.094959238574853e+26
1263,25.118864315095795,0.17276596646690362,3.90482978319696e+26
1264,25.118864315095795,0.17680381784572088,3.716753513210748e+26
1265,25.118864315095795,0.18093604107387162,3.531227021400231e+26
1266,25.118864315095795,0.1851648417912156,3.3497999967266405e+26
1267,25.118864315095795,0.18949247718738216,3.1727535219136805e+26
1268,25.118864315095795,0.1939212572065831,3.0001215383143713e+26
1269,25.118864315095795,0.19845354578058033,2.831233236365918e+26
1270,25.118864315095795,0.2030917620904737,2.667241788800929e+26
1271,25.118864315095795,0.20783838185797573,2.5082451034664236e+26
1272,25.118864315095795,0.21269593866686917,2.3540448409264276e+26
1273,25.118864315095795,0.2176670253153459,2.2046149159282687e+26
1274,25.118864315095795,0.22275429519995585,2.0606655205683663e+26
1275,25.118864315095795,0.22796046373189796,1.9223209166021836e+26
1276,25.118864315095795,0.23328830978641582,1.7892019853328298e+26
1277,25.118864315095795,0.2387406771860647,1.661926163398741e+26
1278,25.118864315095795,0.2443204762186489,1.5400207504728807e+26
1279,25.118864315095795,0.2500306851906324,1.4236915677447701e+26
1280,25.118864315095795,0.25587435201685893,1.3133988256056102e+26
1281,25.118864315095795,0.26185459584742327,1.2093083194800347e+26
1282,25.118864315095795,0.26797460873256923,1.1102414505770194e+26
1283,25.118864315095795,0.27423765732649497,1.0169934491895469e+26
1284,25.118864315095795,0.28064708463098387,9.292253596832092e+25
1285,25.118864315095795,0.28720631177978284,8.470496252945436e+25
1286,25.118864315095795,0.29391883986468875,7.698556902907566e+25
1287,25.118864315095795,0.3007882518043099,6.983992395287106e+25
1288,25.118864315095795,0.307818214256508,6.31656797476413e+25
1289,25.118864315095795,0.3150124795755328,5.698291519717482e+25
1290,25.118864315095795,0.32237488781490303,5.131600533545171e+25
1291,25.118864315095795,0.3299093687770939,4.60729797678035e+25
1292,25.118864315095795,0.337619944111134,4.127531442441964e+25
1293,25.118864315095795,0.34551072945922184,3.688040167881972e+25
1294,25.118864315095795,0.3535859366535179,3.2868349199565182e+25
1295,25.118864315095795,0.36184987596427465,2.9225771705044467e+25
1296,25.118864315095795,0.3703069584005141,2.5927129578494663e+25
1297,25.118864315095795,0.37896169806447205,2.295096801192113e+25
1298,25.118864315095795,0.38781871456107236,2.0274443212960003e+25
1299,25.118864315095795,0.3968827354637166,1.7875845152728321e+25
1300,25.118864315095795,0.40615859883769795,1.5742552207794209e+25
1301,25.118864315095795,0.4156512558225992,1.385512335946123e+25
1302,25.118864315095795,0.4253657732750387,1.2195585611380728e+25
1303,25.118864315095795,0.4353073364731892,1.0762573350376761e+25
1304,25.118864315095795,0.4454812518844989,9.54243185670374e+24
1305,25.118864315095795,0.4558929499981064,8.543552618448722e+24
1306,25.118864315095795,0.4665479882234473,7.791882042507185e+24
1307,25.118864315095795,0.47745205385661316,7.348788547369283e+24
1308,25.118864315095795,0.4872272601551147,7.331708373882256e+24
1309,25.118864315095795,0.48861096711603264,7.369341140919704e+24
1310,25.118864315095795,0.4931611958607057,7.586280798199735e+24
1311,25.118864315095795,0.49844470749823067,8.068349430128857e+24
1312,25.118864315095795,0.5000306842491095,8.277493876357034e+24
1313,25.118864315095795,0.50314908863899,8.803068462131416e+24
1314,25.118864315095795,0.5073378183013516,9.82163395718774e+24
1315,25.118864315095795,0.5110674175109757,1.1196083496510586e+25
1316,25.118864315095795,0.5117173007114605,1.1488578065003893e+25
1317,25.118864315095795,0.5143882119726997,1.2966196756682011e+25
1318,25.118864315095795,0.517345011145265,1.5247445909326762e+25
1319,25.118864315095795,0.5199777128820487,1.8135955013571183e+25
1320,25.118864315095795,0.5223218417965773,2.1851326042948396e+25
1321,25.118864315095795,0.5236770544204655,2.4602641046369658e+25
