30.65607589,1.00E+00
30.65607589,1.14E-16
32.071763,1.25E-16
33.52384821,1.37E-16
35.10948799,1.48E-16
36.66055085,1.66E-16
38.41916479,1.84E-16
40.02872918,2.08E-16
41.53491224,2.34E-16
43.31308529,2.61E-16
44.71943282,2.90E-16
46.33200687,3.24E-16
48.34612432,3.31E-16
50.57873182,3.35E-16
52.91444036,3.15E-16
55.35801112,3.06E-16
57.85786074,2.91E-16
60.24451078,2.79E-16
63.1272549,2.75E-16
66.04244995,2.72E-16
69.09226771,2.66E-16
72.28292502,2.72E-16
75.62092578,2.76E-16
79.11307428,2.78E-16
82.766489,2.81E-16
86.58861717,2.83E-16
90.23937657,2.78E-16
94.77053814,2.75E-16
99.04533403,2.57E-16
103.7255842,2.53E-16
108.5155962,2.51E-16
113.5268093,2.49E-16
118.7694386,2.48E-16
124.2541706,2.48E-16
129.9921858,2.46E-16
136.3821331,2.44E-16
141.8219613,2.50E-16
147.0996685,2.40E-16
153.1837787,2.42E-16
160.8755479,2.41E-16
167.6911708,2.46E-16
175.1490382,2.56E-16
183.6263191,2.68E-16
191.9747609,2.81E-16
200.8400897,3.01E-16
210.1148164,3.22E-16
219.8178468,3.47E-16
229.9689598,3.79E-16
240.5888477,4.12E-16
248.0585981,2.37E-16
248.6191622,3.98E-16
259.5138594,2.39E-16
276.5399428,2.05E-16
287.7119601,1.98E-16
289.3896309,1.81E-16
302.7535451,1.94E-16
317.5566616,2.09E-16
331.1670757,2.26E-16
346.1895243,2.41E-16
350.5151462,2.64E-16
359.5339064,2.96E-16
374.0859132,3.25E-16
389.2155327,3.72E-16
404.8214978,4.25E-16
420.4170319,4.80E-16
436.2362953,5.40E-16
452.650799,6.10E-16
469.6829402,6.86E-16
487.3559592,7.77E-16
505.6939706,8.83E-16
524.3421025,9.96E-16
543.1021571,1.13E-15
564.9529228,1.27E-15
588.6215295,1.45E-15
613.2817285,1.65E-15
639.5997527,1.87E-15
668.4827122,2.10E-15
699.3530153,2.37E-15
731.6488985,2.66E-15
765.4361945,2.96E-15
800.7837763,3.28E-15
837.7636973,3.64E-15
876.4513384,4.02E-15
916.9255616,4.42E-15
959.2688705,4.86E-15
1003.567579,5.32E-15
1049.911987,5.80E-15
1098.396563,6.31E-15
1149.120141,6.90E-15
1199.074009,7.48E-15
1255.983257,8.31E-15
1315.782939,9.05E-15
1380.462086,9.59E-15
1442.331835,9.96E-15
1506.617699,1.03E-14
1576.192789,1.08E-14
1648.980833,1.11E-14
1718.894348,1.13E-14
1804.796127,1.17E-14
1889.986926,1.14E-14
1969.552486,1.17E-14
2073.162127,1.17E-14
2155.343255,1.22E-14
2262.601338,1.29E-14
2327.749411,1.41E-14
2397.559651,1.34E-14
2506.220136,1.41E-14
2628.761619,1.47E-14
2743.037581,1.57E-14
2869.710118,1.69E-14
3002.23235,1.83E-14
3207.637719,1.70E-14
3293.419547,1.87E-14
3461.620578,8.78E-15
3629.598114,8.68E-15
3793.503017,9.48E-15
3968.685689,1.05E-14
4151.958238,1.18E-14
4343.69425,1.33E-14
4544.284565,1.49E-14
4749.494756,1.68E-14
4953.31188,1.88E-14
5113.976098,2.16E-14
5323.246638,2.32E-14
5485.872233,2.70E-14
5714.943039,3.00E-14
5895.307486,3.41E-14
6092.079586,3.87E-14
6272.42424,4.45E-14
6506.869142,5.03E-14
6720.267149,5.80E-14
6921.699548,6.59E-14
7189.815896,7.42E-14
7461.393856,8.39E-14
7736.051098,9.59E-14
8072.348111,1.05E-13
8445.126387,1.16E-13
8835.119437,1.28E-13
9243.122232,1.41E-13
9669.966456,1.54E-13
10116.5222,1.66E-13
10583.69974,1.68E-13
11072.45137,1.68E-13
11583.77339,1.68E-13
12118.70809,1.69E-13
12678.34588,1.76E-13
13263.82756,1.79E-13
13862.7937,1.84E-13
14498.54476,2.01E-13
15550.21557,2.40E-13
16255.80525,2.78E-13
17199.52,3.69E-13
17800.97658,4.16E-13
18390.91183,4.65E-13
19628.49268,6.90E-13
