m [eV],radius [R_solar],Q [erg/s/cm^3]
0.1,0.9966690236698452,1.4572811480923198e+16
0.1,0.9966718983148635,1.763307082393989e+16
0.1,0.996674457867437,2.1300012931854616e+16
0.1,0.9966767368651345,2.568413355849189e+16
0.1,0.9966787660598297,3.0913635508617244e+16
0.1,0.9966805728326563,3.713673876696178e+16
0.1,0.9966821815634767,4.452412989407177e+16
0.1,0.9966836139598545,5.327158409997695e+16
0.1,0.9966848893499678,6.360271910402475e+16
0.1,0.9966860249434154,7.577184977606971e+16
0.1,0.9966870360634367,9.006689827058808e+16
0.1,0.9966879363536763,1.0681230108284253e+17
0.1,0.9966887379622872,1.263718396873502e+17
0.1,0.9966894517058521,1.4915130506046163e+17
0.1,0.9966900872153384,1.756008890941836e+17
0.1,0.9966906530660543,2.0621744992728416e+17
0.1,0.9966911568933605,2.4154460093490634e+17
0.1,0.9966916054956991,2.821761809802743e+17
0.1,0.9966920049263291,3.287533949670655e+17
0.1,0.9966923605750061,3.8196496394334125e+17
0.1,0.9966926772407094,4.425443711847663e+17
0.1,0.9966929591963979,5.112658466791796e+17
0.1,0.9966932102466681,5.889387479587981e+17
0.1,0.9966934337790908,6.763999572938446e+17
0.1,0.9966936328099221,7.745042571882104e+17
0.1,0.9966938100248037,8.841124877601446e+17
0.1,0.9966939678150016,1.0060774015031596e+18
0.1,0.996694108309673,1.1412274215986264e+18
0.1,0.9966942334045961,1.290346952608736e+18
0.1,0.9966943447877514,1.454156902413217e+18
0.1,0.9966944439620982,1.6332910018021934e+18
0.1,0.9966945322658549,1.8282718269280993e+18
0.1,0.9966946108905571,2.0394856502940288e+18
0.1,0.9966946808971342,2.2671570295558188e+18
0.1,0.9966947432302271,2.511323960951763e+18
0.1,0.996694798730933,2.7718145285458033e+18
0.1,0.9966948481481566,3.048226129270448e+18
0.1,0.9966948921487133,3.339908376897212e+18
0.1,0.9966949313263291,3.6459508791400084e+18
0.1,0.9966949662096513,3.965176996424903e+18
0.1,0.9966949972693806,4.2961446170586614e+18
0.1,0.9966950249246248,4.637154884791837e+18
0.1,0.9966950495485528,4.986269230622077e+18
0.1,0.9966950714734298,5.341335566389457e+18
0.1,0.9966950909951011,5.700022810259294e+18
0.1,0.9966951083769843,6.059863743399804e+18
0.1,0.9966951238536234,6.418304943672018e+18
0.1,0.9966951376338544,6.772762387436461e+18
0.1,0.9966951499036215,7.120680712295088e+18
0.1,0.9966952495731465,1.0988643849866056e+19
0.1,0.9966953492426716,7.121080633318738e+18
0.1,0.9966953615124388,6.773194119452033e+18
0.1,0.9966953752926695,6.41876217291437e+18
0.1,0.9966953907693087,6.060339441866418e+18
0.1,0.9966954081511918,5.700509438481926e+18
0.1,0.9966954276728631,5.34182523289198e+18
0.1,0.9966954495977401,4.986753874904908e+18
0.1,0.9966954742216679,4.637626457774918e+18
0.1,0.9966955018769125,4.2965952368897684e+18
0.1,0.9966955329366418,3.965599127101514e+18
0.1,0.9966955678199638,3.6463374569009556e+18
0.1,0.9966956069975798,3.34025293362137e+18
0.1,0.9966956509981363,3.048522901211705e+18
0.1,0.9966957004153598,2.772058529260106e+18
0.1,0.9966957559160659,2.5115110452732657e+18
0.1,0.9966958182491589,2.267283931187102e+18
0.1,0.9966958882557359,2.0395499994090353e+18
0.1,0.996695966880438,1.8282721470408788e+18
0.1,0.9966960551841947,1.6332266932664184e+18
0.1,0.9966961543585416,1.4540282070145106e+18
0.1,0.9966962657416969,1.2901549087140646e+18
0.1,0.99669639083662,1.1409738040051758e+18
0.1,0.9966965313312914,1.0057646594935177e+18
0.1,0.9966966891214891,8.837436593243896e+17
0.1,0.9966968663363709,7.740831303023507e+17
0.1,0.9966970653672022,6.75930068449777e+17
0.1,0.9966972888996247,5.884246744059178e+17
0.1,0.9966975399498951,5.1071220709381504e+17
0.1,0.9966978219055836,4.4195597470295386e+17
0.1,0.9966981385712869,3.813467296550076e+17
0.1,0.9966984942199636,3.281102880635855e+17
0.1,0.9966988936505939,2.8151313601570627e+17
0.1,0.9966993422529324,2.4086646289803264e+17
0.1,0.9966998460802386,2.0552864615575443e+17
0.1,0.9967004119309545,1.7490646999689344e+17
0.1,0.9967010474404407,1.4845526825335245e+17
0.1,0.9967017611840058,1.256781847679906e+17
0.1,0.9967025627926166,1.0612472967849456e+17
0.1,0.9967034630828564,8.938879326197802e+16
0.1,0.9967044742028776,7.5106261130244e+16
0.1,0.9967056097963252,6.295235773671279e+16
0.1,0.9967068851864385,5.263881116057128e+16
0.1,0.9967083175828163,4.391097357593911e+16
0.1,0.9967099263136366,3.654489171936244e+16
0.1,0.9967117330864631,3.034446914076945e+16
0.1,0.9967137622811585,2.5138713021130736e+16
0.1,0.996716041278856,2.077912029490222e+16
0.1,0.9967186008314295,1.7137204575087062e+16
0.1,0.9967214754764476,1.4102237173693516e+16
0.1,0.9967247040032088,1.1579113666592672e+16
0.1,0.9967283299761482,9486444034759242.0
0.1,0.9967324023226803,7754807568702235.0
0.1,0.9967369759934032,6325186159573023.0
0.1,0.9967421127035824,5147564181267730.0
0.1,0.9967478817659091,4179684268732870.5
0.1,0.9967543610257793,3385950224872339.0
0.1,0.9967616379117084,2736463120900375.0
0.1,0.9967698106150545,2206179468527224.8
0.1,0.9967789894149747,1774179478278954.5
0.1,0.9967892981664865,1423033928706308.0
0.1,0.996800875971718,1138258751842267.5
0.1,0.9968138790568942,907847119496080.1
0.1,0.9968284828803938,721869584093416.6
0.1,0.9968448845003101,572133633584550.2
0.1,0.9968633052334754,451894840919330.25
0.1,0.9968839936418205,355612607361741.94
0.1,0.9969072288863684,278744302631847.88
0.1,0.9969333244941216,217572378747578.3
0.1,0.9969626325886669,169059756243703.16
0.1,0.9969955486415913,130729413645936.56
0.1,0.9970325168088131,97883835009304.66
0.1,0.9970740359238442,72760796908507.81
0.1,0.9971206662288482,53866770972016.41
0.1,0.9971730369343198,39679476093345.805
0.1,0.9972318547093989,29052011767689.047
0.1,0.9972979132173784,21117407890216.258
0.1,0.9973721038250746,15218756219026.541
0.1,0.9974554276305715,10857479699314.838
0.1,0.9975490089716351,7483701809505.342
0.1,0.9976541105970712,4984392664424.715
0.1,0.9977721507057485,3269703811612.7583
0.1,0.997904722083201,2104887599353.979
0.1,0.9980536135940319,1294377744775.5288
0.1,0.9982208343201308,741661551919.0457
0.1,0.9984086406704121,410669081157.3748
0.1,0.9986195668278861,206361348671.86667
0.1,0.9988564589448992,93934327350.27844
0.1,0.9991225135479658,37120801078.596085
0.1,0.9994213206704029,12214694512.577568
0.1,0.9997569122947918,2535785970.932724
0.1,0.9997697679981566,2377512012.061185
0.11220184543019636,0.001,3.1212799320057214e+22
0.11220184543019636,0.0010233710105389611,3.121283994322924e+22
0.11220184543019636,0.0010472882252115343,3.1212880566453182e+22
0.11220184543019636,0.0010717644093602829,3.121292118972903e+22
0.11220184543019636,0.0010968126266667254,3.1212961813056903e+22
0.11220184543019636,0.0011224462461238188,3.1213002436436573e+22
0.11220184543019636,0.001148678949171396,3.1213043059868154e+22
0.11220184543019636,0.0011755247369983632,3.1213083683351674e+22
0.11220184543019636,0.0012029979380155601,3.1213124306887082e+22
0.11220184543019636,0.0012311132155032702,3.1213164930474403e+22
0.11220184543019636,0.0012598855754374512,3.121320555411365e+22
0.11220184543019636,0.0012893303744988848,3.1213246177804926e+22
0.11220184543019636,0.0013194633282695009,3.1213286801548e+22
0.11220184543019636,0.0013503005196202598,3.121332742534299e+22
0.11220184543019636,0.0013818584072950693,3.1213368049189884e+22
0.11220184543019636,0.0014141538346953146,3.121340867308872e+22
0.11220184543019636,0.001447204038869691,3.1213449297039456e+22
0.11220184543019636,0.0014810266597141413,3.1213489921042118e+22
0.11220184543019636,0.001515639749386803,3.121354141004554e+22
0.11220184543019636,0.00155106178194299,3.1213606233060416e+22
0.11220184543019636,0.0015873116631953592,3.121367105620657e+22
0.11220184543019636,0.0016244087408045138,3.121373587948425e+22
0.11220184543019636,0.0016623728146054366,3.121380070289333e+22
0.11220184543019636,0.0017012241471752623,3.12138655264338e+22
0.11220184543019636,0.0017409834746480288,3.1213930350105703e+22
0.11220184543019636,0.0017816720177821846,3.1213995173909004e+22
0.11220184543019636,0.0018233114932867441,3.1214059997843713e+22
0.11220184543019636,0.0018659241254121574,3.121412482190983e+22
0.11220184543019636,0.0019095326578120666,3.1214189646107365e+22
0.11220184543019636,0.0019541603656822826,3.12142544704362e+22
0.11220184543019636,0.0019998310681834633,3.1214319294896555e+22
0.11220184543019636,0.0020465691411541203,3.1212433519077786e+22
0.11220184543019636,0.0020943995301207457,3.1210540697119877e+22
0.11220184543019636,0.002143347763611993,3.1208647987452508e+22
0.11220184543019636,0.002193439966784027,3.1206755390037628e+22
0.11220184543019636,0.0022447028753643152,3.1204862904838876e+22
0.11220184543019636,0.0022971638499212905,3.1202970531820506e+22
0.11220184543019636,0.002350850890467519,3.12010782709482e+22
0.11220184543019636,0.0024057926514041636,3.1199186122188576e+22
0.11220184543019636,0.0024620184568146827,3.1197294085508847e+22
0.11220184543019636,0.002519558316116015,3.1196099632100534e+22
0.11220184543019636,0.0025784429400754895,3.1196275406642858e+22
0.11220184543019636,0.0026387037572021036,3.11964511821533e+22
0.11220184543019636,0.00270037293052087,3.1196626958631997e+22
0.11220184543019636,0.002763483374739198,3.1196802736078755e+22
0.11220184543019636,0.0028280687738144717,3.1196978514493675e+22
0.11220184543019636,0.002894163598932196,3.119715429387683e+22
0.11220184543019636,0.0029618031269043176,3.119733007422834e+22
0.11220184543019636,0.0030310234589975265,3.119755937702217e+22
0.11220184543019636,0.0031018615402015957,3.119785534449939e+22
0.11220184543019636,0.003174355178948045,3.119815131471905e+22
0.11220184543019636,0.003248543067289645,3.119844728768156e+22
0.11220184543019636,0.003324464801551537,3.119874326338687e+22
0.11220184543019636,0.0034021609034650064,3.1199039241835157e+22
0.11220184543019636,0.0034816728417951244,3.11993352230265e+22
0.11220184543019636,0.003563043054473933,3.1194042574302265e+22
