m [eV],radius [R_solar],Q [erg/s/cm^3]
0.14125375446227545,0.4999271107965595,1.540493714799381e+20
0.14125375446227545,0.5116109125716982,1.3298492817543843e+20
0.14125375446227545,0.5235677766012589,1.1460329893640325e+20
0.14125375446227545,0.5358040846260672,9.85024460737144e+19
0.14125375446227545,0.5483263675346814,8.446868543913176e+19
0.14125375446227545,0.5611413088491247,7.227051473259626e+19
0.14125375446227545,0.5742557482920839,6.1676827723682415e+19
0.14125375446227545,0.5876766854374772,5.251725366990483e+19
0.14125375446227545,0.6014112834463382,4.458631023179914e+19
0.14125375446227545,0.6154668728900126,3.773699544027559e+19
0.14125375446227545,0.6298509556627058,3.183990106328378e+19
0.14125375446227545,0.6445712089854736,2.6767496875497095e+19
0.14125375446227545,0.6596354895037839,2.2408345503468175e+19
0.14125375446227545,0.6750518374808496,1.866373484289912e+19
0.14125375446227545,0.6908284810889596,1.545069183470895e+19
0.14125375446227545,0.7069738408011039,1.2698832310704433e+19
0.14125375446227545,0.7234965338852364,1.0348062300029768e+19
0.14125375446227545,0.74040537900357,8.333417793257676e+18
0.14125375446227545,0.7577094009193659,6.60999697052375e+18
0.14125375446227545,0.7754178353137223,5.148458866013652e+18
0.14125375446227545,0.7935401337149376,3.9224111920917857e+18
0.14125375446227545,0.8120859685430778,2.9115890068788936e+18
0.14125375446227545,0.8310652382724405,2.091288285964069e+18
0.14125375446227545,0.8504880727146699,1.4403018797840842e+18
0.14125375446227545,0.8703648384253451,9.390559716571174e+17
0.14125375446227545,0.890706144236924,5.6736210957095014e+17
0.14125375446227545,0.8962024687866239,4.878637341611279e+17
0.14125375446227545,0.9071173092807266,3.529976347334352e+17
0.14125375446227545,0.9115228469210025,3.065023979785846e+17
0.14125375446227545,0.9168357642208407,2.562685811703588e+17
0.14125375446227545,0.9254889705113089,1.8651024013290538e+17
0.14125375446227545,0.9328260569828969,1.382605799858419e+17
0.14125375446227545,0.9331936910215961,1.36067794488631e+17
0.14125375446227545,0.940053890137273,9.95132300713349e+16
0.14125375446227545,0.9461621366134296,7.288643761004802e+16
0.14125375446227545,0.9516008526600557,5.347575560066851e+16
0.14125375446227545,0.9546271445916618,4.428198255952992e+16
0.14125375446227545,0.9564434261140394,3.9283419452996824e+16
0.14125375446227545,0.9607552007049885,2.891222393074373e+16
0.14125375446227545,0.9645943577771151,2.131931245410466e+16
0.14125375446227545,0.9680127013647873,1.5750537391667408e+16
0.14125375446227545,0.9710563572152388,1.167176559351748e+16
0.14125375446227545,0.9737663951907647,8673149560538935.0
0.14125375446227545,0.9761793834488502,6468352842457789.0
0.14125375446227545,0.9769377456486917,5863584743798001.0
0.14125375446227545,0.9783278818781126,4846413637914456.0
0.14125375446227545,0.9802408814482825,3647817645830982.0
0.14125375446227545,0.9819441954026364,2760662197854743.5
0.14125375446227545,0.9834608075714723,2099247625702605.2
0.14125375446227545,0.984811182506628,1605349257335757.0
0.14125375446227545,0.9860135416218767,1237351889984521.8
0.14125375446227545,0.9870841090653214,961156740569922.4
0.14125375446227545,0.988037330641495,754803172953498.9
0.14125375446227545,0.9888860687372091,599841018652242.2
0.14125375446227545,0.9896417758814053,483574746964043.3
0.14125375446227545,0.9903146492809535,396297084900276.94
0.14125375446227545,0.9909137684176409,331003627214137.94
0.14125375446227545,0.991447217563032,281985265298831.6
0.14125375446227545,0.9919221948643611,245382892478221.22
0.14125375446227545,0.9923451094734235,218418685597916.72
0.14125375446227545,0.9927216680290809,199140650982301.5
0.14125375446227545,0.9930569516603394,186102995222446.56
0.14125375446227545,0.9933554845490521,178080293546406.5
0.14125375446227545,0.9936212949774009,174569802275123.34
0.14125375446227545,0.9938579696839088,175153173379510.3
0.14125375446227545,0.9940687022614396,179574247631922.7
0.14125375446227545,0.9942563362502509,188208920593637.84
0.14125375446227545,0.9944234035075767,200597010189670.94
0.14125375446227545,0.9945721583714856,217822884092519.6
0.14125375446227545,0.9947046080800089,240911376257198.3
0.14125375446227545,0.9948225398559986,269555261330841.3
0.14125375446227545,0.9949275450231913,304410710084442.56
0.14125375446227545,0.9950210404788867,347487252717258.4
0.14125375446227545,0.9951042878129888,404159048827341.8
0.14125375446227545,0.9951784103313887,473285750580680.8
0.14125375446227545,0.9952444082134012,557245447788519.6
0.14125375446227545,0.9953031720077808,658862953777622.4
0.14125375446227545,0.9953554946494262,781462985448511.0
0.14125375446227545,0.9954020821589233,928924240795363.1
0.14125375446227545,0.9954435631693022,1105731322103869.0
0.14125375446227545,0.995480497408557,1317020576068140.0
0.14125375446227545,0.9955133832523894,1581920229951923.2
0.14125375446227545,0.9955426644490892,1924349893106896.8
0.14125375446227545,0.9955687361072936,2343972436048038.5
0.14125375446227545,0.9955919500274247,2857746776076859.5
0.14125375446227545,0.9956126194487415,3486200025048239.0
0.14125375446227545,0.9956310232760639,4254125933129163.0
0.14125375446227545,0.995647409843202,5191406130432828.0
0.14125375446227545,0.995662000263872,6333971980095568.0
0.14125375446227545,0.9956749914153155,7724926587269228.0
0.14125375446227545,0.9956865585948808,9415847962014140.0
0.14125375446227545,0.9956968578854156,1.1468295933754922e+16
0.14125375446227545,0.9957060282613849,1.3955546513690726e+16
0.14125375446227545,0.9957141934641373,1.6964578243111256e+16
0.14125375446227545,0.9957214636716193,2.0598335349411924e+16
0.14125375446227545,0.9957279369850732,2.497829211870687e+16
0.14125375446227545,0.9957337007527756,3.0247345836214616e+16
0.14125375446227545,0.9957388327486788,3.657303006766243e+16
0.14125375446227545,0.9957434022218622,4.415115888413477e+16
0.14125375446227545,0.9957474708309507,5.320973145100844e+16
0.14125375446227545,0.9957510934761113,6.40133186340292e+16
0.14125375446227545,0.9957543190398541,7.686781237621405e+16
0.14125375446227545,0.9957571910466333,9.212544300147392e+16
0.14125375446227545,0.9957597482501476,1.1019020977594917e+17
0.14125375446227545,0.9957620251562683,1.3152362330874944e+17
0.14125375446227545,0.9957640524886465,1.5665040704034454e+17
0.14125375446227545,0.9957658576032862,1.8616478476617072e+17
0.14125375446227545,0.995767464857675,2.2073620309533165e+17
0.14125375446227545,0.9957688959394543,2.6111532860957117e+17
0.14125375446227545,0.9957701701590636,3.081394804037762e+17
0.14125375446227545,0.9957713047103071,3.627375639602805e+17
0.14125375446227545,0.9957723149023611,4.259341713577946e+17
0.14125375446227545,0.9957732143663488,4.9885256016004365e+17
0.14125375446227545,0.995774015239274,5.827161770170644e+17
0.14125375446227545,0.9957747283277925,6.78848357242411e+17
0.14125375446227545,0.9957753632540325,7.886698022915046e+17
0.14125375446227545,0.9957759285854322,9.136934153880242e+17
0.14125375446227545,0.9957764319503452,1.0555160646203566e+18
0.14125375446227545,0.9957768801409738,1.2158068461374495e+18
0.14125375446227545,0.9957772792050217,1.3962914431580856e+18
0.14125375446227545,0.9957776345272978,1.598732832347325e+18
0.14125375446227545,0.9957779509023774,1.8249037494313981e+18
0.14125375446227545,0.995778232599298,2.0765636195516483e+18
0.14125375446227545,0.9957784834191639,2.3554190144969293e+18
0.14125375446227545,0.995778706746437,2.663085559135569e+18
0.14125375446227545,0.9957789055946054,3.001047911533521e+18
0.14125375446227545,0.995779082646846,3.3706103883910564e+18
0.14125375446227545,0.9957792402922301,3.772847642870612e+18
0.14125375446227545,0.9957793806579608,4.2085528168690463e+18
0.14125375446227545,0.9957795056380767,4.678186099414784e+18
0.14125375446227545,0.9957796169190088,5.181818910099249e+18
0.14125375446227545,0.9957797160023372,5.719095081648597e+18
0.14125375446227545,0.9957798042250521,6.289178863693713e+18
0.14125375446227545,0.9957798827775954,6.890724440250942e+18
0.14125375446227545,0.9957799527199233,7.521849932670965e+18
0.14125375446227545,0.9957800149958091,8.180124711455556e+18
0.14125375446227545,0.9957800704455789,8.862571203895827e+18
0.14125375446227545,0.995780119817449,9.565682977269115e+18
0.14125375446227545,0.9957801637776238,1.0285461309319295e+19
0.14125375446227545,0.9957802029192838,1.1017465236354245e+19
0.14125375446227545,0.9957802377705914,1.1756888765115767e+19
0.14125375446227545,0.9957802688018154,1.2498645551232055e+19
0.14125375446227545,0.9957802964316786,1.3237472921076392e+19
0.14125375446227545,0.9957803210330077,1.3968046484649292e+19
0.14125375446227545,0.9957803429377627,1.4685102370187442e+19
0.14125375446227545,0.9957803624415179,1.5383562460466547e+19
0.14125375446227545,0.9957803798074487,1.605865733246222e+19
0.14125375446227545,0.995780395269884,1.6706041683487685e+19
0.14125375446227545,0.9957804090374679,1.7321896888450253e+19
0.14125375446227545,0.9957804212959744,1.790301596412966e+19
0.14125375446227545,0.9957805208740265,2.265709476057354e+19
0.14125375446227545,0.9957806204520786,1.7903623552467814e+19
0.14125375446227545,0.9957806327105851,1.7322607435334156e+19
0.14125375446227545,0.9957806464781689,1.6706849942185644e+19
0.14125375446227545,0.9957806619406041,1.6059555283400126e+19
0.14125375446227545,0.995780679306535,1.5384539403125072e+19
0.14125375446227545,0.99578069881029,1.4686145130236064e+19
0.14125375446227545,0.9957807207150453,1.3969139623111152e+19
0.14125375446227545,0.9957807453163741,1.3238599136747987e+19
0.14125375446227545,0.9957807729462377,1.2499785983890668e+19
0.14125375446227545,0.9957808039774617,1.1758023488032627e+19
0.14125375446227545,0.9957808388287691,1.1018573676779452e+19
0.14125375446227545,0.9957808779704291,1.0286522693624773e+19
0.14125375446227545,0.9957809219306037,9.56667680574771e+18
0.14125375446227545,0.995780971302474,8.8634776449583e+18
0.14125375446227545,0.9957810267522438,8.180925033807235e+18
0.14125375446227545,0.9957810890281297,7.522526842609264e+18
0.14125375446227545,0.9957811589704575,6.891262391648261e+18
0.14125375446227545,0.9957812375230009,6.289564311858163e+18
0.14125375446227545,0.9957813257457157,5.71931668091829e+18
0.14125375446227545,0.9957814248290443,5.181867650503651e+18
0.14125375446227545,0.9957815361099762,4.678054474410557e+18
0.14125375446227545,0.995781661090092,4.2082385418862684e+18
0.14125375446227545,0.9957818014558228,3.7723480921382784e+18
0.14125375446227545,0.9957819591012068,3.369926227312385e+18
0.14125375446227545,0.9957821361534476,3.000182062338247e+18
0.14125375446227545,0.9957823350016161,2.6620430600070277e+18
0.14125375446227545,0.9957825583288892,2.3542068470014013e+18
0.14125375446227545,0.9957828091487549,2.075190514403418e+18
0.14125375446227545,0.9957830908456755,1.823379968418932e+18
0.14125375446227545,0.9957834072207551,1.5970699457220045e+18
0.14125375446227545,0.9957837625430311,1.3945021041579118e+18
0.14125375446227545,0.9957841616070792,1.2139045444356393e+18
0.14125375446227545,0.9957846097977078,1.0535149034893791e+18
0.14125375446227545,0.9957851131626207,9.116078846317428e+17
0.14125375446227545,0.9957856784940202,7.865145636920408e+17
0.14125375446227545,0.9957863134202604,6.766380428232157e+17
0.14125375446227545,0.9957870265087789,5.804652150748966e+17
0.14125375446227545,0.995787827381704,4.9657495905735194e+17
0.14125375446227545,0.9957887268456921,4.236434410641794e+17
0.14125375446227545,0.9957897370377461,3.604465387793491e+17
0.14125375446227545,0.9957908715889894,3.058602212661764e+17
0.14125375446227545,0.9957921458085986,2.588590295986888e+17
0.14125375446227545,0.995793576890378,2.185131358287368e+17
0.14125375446227545,0.9957951841447666,1.8398423507431443e+17
0.14125375446227545,0.9957969892594064,1.5452066308782902e+17
0.14125375446227545,0.9957990165917846,1.294518984692989e+17
0.14125375446227545,0.9958012934979054,1.0818277962356877e+17
0.14125375446227545,0.9958038507014196,9.018749225538077e+16
0.14125375446227545,0.9958067227081988,7.500359619440082e+16
0.14125375446227545,0.9958099482719418,6.222614736233358e+16
0.14125375446227545,0.9958135709171022,5.150201514302273e+16
0.14125375446227545,0.9958176395261907,4.252450716813878e+16
0.14125375446227545,0.9958222089993739,3.5028273884479816e+16
0.14125375446227545,0.9958273409952775,2.8784602688996816e+16
0.14125375446227545,0.9958331047629798,2.359706896751726e+16
0.14125375446227545,0.9958395780764338,1.929756740902195e+16
0.14125375446227545,0.9958468482839158,1.5742715812012974e+16
0.14125375446227545,0.995855013486668,1.2810619913636066e+16
0.14125375446227545,0.9958641838626373,1.0397982366920362e+16
0.14125375446227545,0.9958744831531723,8417535416976696.0
0.14125375446227545,0.9958860503327377,6795773973396477.0
0.14125375446227545,0.995899041484181,5470965296338814.0
0.14125375446227545,0.995913631904851,4391409805115665.5
0.14125375446227545,0.995930018471989,3513929290457665.5
0.14125375446227545,0.9959484222993116,2802558376956573.5
0.14125375446227545,0.9959690917206282,2227416839438469.5
0.14125375446227545,0.9959923056407594,1763741629390466.0
0.14125375446227545,0.9960183772989639,1366410436944268.0
0.14125375446227545,0.9960476584956636,1047741478315739.1
0.14125375446227545,0.996080544339496,801288778124900.0
0.14125375446227545,0.9961174785787509,610829870959751.8
0.14125375446227545,0.9961589595891296,463859792374606.06
0.14125375446227545,0.9962055470986269,350691263933305.6
0.14125375446227545,0.9962578697402722,263790545350851.53
0.14125375446227545,0.9963166335346517,197283028152537.62
0.14125375446227545,0.9963826314166643,146581512118209.47
0.14125375446227545,0.9964567539350642,108103395024940.14
0.14125375446227545,0.9965400012691663,77736725068451.62
0.14125375446227545,0.9966334967248617,54392014433789.28
0.14125375446227545,0.9967385018920544,37697438047486.0
0.14125375446227545,0.996856433668044,25819554168383.06
0.14125375446227545,0.9969888833765674,17430824473943.865
0.14125375446227545,0.9971376382404763,11061367629149.959
0.14125375446227545,0.997304705497802,6854717609493.282
0.14125375446227545,0.9974923394866132,4143419065991.0083
0.14125375446227545,0.9977030720641442,2278945681457.4844
0.14125375446227545,0.9979397467706519,1203343271703.092
0.14125375446227545,0.9982055571990008,563084380251.2605
0.14125375446227545,0.9985040900877136,241649302837.33148
0.14125375446227545,0.998839373718972,83431208452.30725
0.14125375446227545,0.9992159322746295,22845256407.266453
0.14125375446227545,0.999638846883692,4033422866.359607
0.14125375446227545,0.9997697679981566,2077036406.189511
0.15848931924611134,0.001,6.227771971659802e+22
0.15848931924611134,0.0010233710105389611,6.227780077015331e+22
0.15848931924611134,0.0010472882252115343,6.227788182381202e+22
0.15848931924611134,0.0010717644093602829,6.227796287757415e+22
0.15848931924611134,0.0010968126266667254,6.2278043931439975e+22
0.15848931924611134,0.0011224462461238188,6.2278124985409e+22
0.15848931924611134,0.001148678949171396,6.227820603948145e+22
0.15848931924611134,0.0011755247369983632,6.227828709365737e+22
0.15848931924611134,0.0012029979380155601,6.2278368147936714e+22
0.15848931924611134,0.0012311132155032702,6.22784492023195e+22
0.15848931924611134,0.0012598855754374512,6.227853025680574e+22
0.15848931924611134,0.0012893303744988848,6.227861131139564e+22
0.15848931924611134,0.0013194633282695009,6.2278692366088795e+22
0.15848931924611134,0.0013503005196202598,6.227877342088536e+22
0.15848931924611134,0.0013818584072950693,6.227885447578535e+22
0.15848931924611134,0.0014141538346953146,6.227893553078885e+22
0.15848931924611134,0.001447204038869691,6.2279016585895755e+22
0.15848931924611134,0.0014810266597141413,6.22790976411061e+22
0.15848931924611134,0.001515639749386803,6.227920037475252e+22
0.15848931924611134,0.00155106178194299,6.2279329713138285e+22
0.15848931924611134,0.0015873116631953592,6.227945905178559e+22
0.15848931924611134,0.0016244087408045138,6.227958839069499e+22
0.15848931924611134,0.0016623728146054366,6.22797177298662e+22
0.15848931924611134,0.0017012241471752623,6.2279847069299205e+22
0.15848931924611134,0.0017409834746480288,6.227997640899407e+22
0.15848931924611134,0.0017816720177821846,6.228010574895078e+22
0.15848931924611134,0.0018233114932867441,6.228023508916927e+22
0.15848931924611134,0.0018659241254121574,6.2280364429649614e+22
0.15848931924611134,0.0019095326578120666,6.228049377039182e+22
0.15848931924611134,0.0019541603656822826,6.228062311139562e+22
0.15848931924611134,0.0019998310681834633,6.228075245266147e+22
0.15848931924611134,0.0020465691411541203,6.227698985067875e+22
0.15848931924611134,0.0020943995301207457,6.227321318955815e+22
0.15848931924611134,0.002143347763611993,6.2269436752196566e+22
0.15848931924611134,0.002193439966784027,6.226566053852833e+22
0.15848931924611134,0.0022447028753643152,6.226188454849053e+22
0.15848931924611134,0.0022971638499212905,6.225810878202083e+22
0.15848931924611134,0.002350850890467519,6.2254333239059085e+22
0.15848931924611134,0.0024057926514041636,6.225055791954658e+22
0.15848931924611134,0.0024620184568146827,6.224678282342513e+22
0.15848931924611134,0.002519558316116015,6.224439958387529e+22
0.15848931924611134,0.0025784429400754895,6.224475029899115e+22
0.15848931924611134,0.0026387037572021036,6.224510101603675e+22
0.15848931924611134,0.00270037293052087,6.2245451735012305e+22
0.15848931924611134,0.002763483374739198,6.224580245591744e+22
0.15848931924611134,0.0028280687738144717,6.224615317875238e+22
0.15848931924611134,0.002894163598932196,6.224650390351722e+22
0.15848931924611134,0.0029618031269043176,6.22468546302122e+22
0.15848931924611134,0.0030310234589975265,6.224731214784702e+22
0.15848931924611134,0.0031018615402015957,6.2247902678546395e+22
0.15848931924611134,0.003174355178948045,6.224849321471202e+22
0.15848931924611134,0.003248543067289645,6.224908375634471e+22
0.15848931924611134,0.003324464801551537,6.224967430344431e+22
0.15848931924611134,0.0034021609034650064,6.225026485601114e+22
0.15848931924611134,0.0034816728417951244,6.2250855414045335e+22
0.15848931924611134,0.003563043054473933,6.224029517117295e+22
0.15848931924611134,0.0036463149712508153,6.222645829843228e+22
0.15848931924611134,0.0037315330368722895,6.2212624478244375e+22
0.15848931924611134,0.0038187427348035123,6.219879371027046e+22
0.15848931924611134,0.003907990611504186,6.2184965994194586e+22
0.15848931924611134,0.003999324301271812,6.217114132972315e+22
0.15848931924611134,0.0040927925516655575,6.217205637469467e+22
0.15848931924611134,0.004188445249524314,6.2173080006050915e+22
0.15848931924611134,0.004286333447592808,6.217410365388993e+22
0.15848931924611134,0.004386509391770001,6.21751273182132e+22
0.15848931924611134,0.004489026548994309,6.217615099902234e+22
0.15848931924611134,0.004593939635780531,6.216975379938453e+22
0.15848931924611134,0.004701304647423704,6.216248043699655e+22
0.15848931924611134,0.004811178887885514,6.2155207904555625e+22
0.15848931924611134,0.004923621000379109,6.214793620156455e+22
0.15848931924611134,0.005038690998668819,6.214361756201232e+22
0.15848931924611134,0.005156450299101276,6.21451948273808e+22
0.15848931924611134,0.0052769617533852,6.214677213182269e+22
0.15848931924611134,0.005400289682137259,6.214834947534207e+22
0.15848931924611134,0.005526499909211933,6.214783475092092e+22
0.15848931924611134,0.005655659796833691,6.2139357468610605e+22
0.15848931924611134,0.00578783828155027,6.213088131139104e+22
0.15848931924611134,0.005923105911026183,6.212240627859419e+22
0.15848931924611134,0.006061534881696159,6.211866843977454e+22
0.15848931924611134,0.0062031990772985586,6.21209179151046e+22
0.15848931924611134,0.006348174108309377,6.212316746983076e+22
0.15848931924611134,0.006496537352297835,6.21254171039643e+22
0.15848931924611134,0.0066483679952251355,6.210230496327419e+22
0.15848931924611134,0.006803747073708439,6.207860289481193e+22
0.15848931924611134,0.006962757518272498,6.205490979065176e+22
0.15848931924611134,0.007125484197612275,6.20414480364025e+22
0.15848931924611134,0.007292013963889871,6.20310580042388e+22
0.15848931924611134,0.007462435699090192,6.202066966467684e+22
0.15848931924611134,0.007636840362459948,6.201032577902692e+22
0.15848931924611134,0.007815321039055361,6.1999995441327865e+22
0.15848931924611134,0.00799797298942449,6.198966408625478e+22
0.15848931924611134,0.008184893700450654,6.197865120840586e+22
0.15848931924611134,0.008376182937384161,6.196763306561633e+22
0.15848931924611134,0.008571942797090032,6.194974518051114e+22
0.15848931924611134,0.008772277762540194,6.191990406264401e+22
0.15848931924611134,0.008977294758579215,6.189007825911864e+22
0.15848931924611134,0.00918710320899333,6.187629961791807e+22
0.15848931924611134,0.009401815094913226,6.186449036737097e+22
0.15848931924611134,0.009621545014581815,6.185244308593833e+22
0.15848931924611134,0.009846410244518685,6.184020097665762e+22
0.15848931924611134,0.01007653080211427,6.182079909720678e+22
0.15848931924611134,0.010312029509686647,6.17868699179058e+22
0.15848931924611134,0.010553032060035605,6.1757593631281815e+22
0.15848931924611134,0.010799667083528693,6.1744931466291695e+22
0.15848931924611134,0.01105206621675511,6.1732101634376906e+22
0.15848931924611134,0.01131036417278419,6.171860530579985e+22
0.15848931924611134,0.011574698813065816,6.169228007225808e+22
0.15848931924611134,0.011845211221011277,6.163303809856611e+22
0.15848931924611134,0.01212204577729375,6.159374691655294e+22
0.15848931924611134,0.01240535023690865,6.157999812692857e+22
0.15848931924611134,0.012695275808034936,6.154853288832553e+22
0.15848931924611134,0.012991977232739538,6.150840225397561e+22
0.15848931924611134,0.013295612869567838,6.147022648909955e+22
0.15848931924611134,0.013606344778064453,6.144008548768986e+22
0.15848931924611134,0.013924338805269335,6.142542574808565e+22
0.15848931924611134,0.014249764674235346,6.136850259887718e+22
0.15848931924611134,0.014582796074614617,6.131229506692835e+22
0.15848931924611134,0.014923610755361947,6.129769349680062e+22
0.15848931924611134,0.015272390619604862,6.123715175315494e+22
0.15848931924611134,0.01562932182173078,6.11845898667746e+22
0.15848931924611134,0.01599459486674326,6.116933304631096e+22
0.15848931924611134,0.01636840471194033,6.109281375677186e+22
0.15848931924611134,0.016750950870969065,6.103612412313717e+22
0.15848931924611134,0.017142437520312102,6.097735964762869e+22
0.15848931924611134,0.017543073608262797,6.089931796945174e+22
0.15848931924611134,0.017953072966447266,6.08528738165007e+22
0.15848931924611134,0.01837265442395284,6.0771121188406525e+22
0.15848931924611134,0.01880204192412373,6.068404898003516e+22
0.15848931924611134,0.019241464644086416,6.061725277938082e+22
0.15848931924611134,0.019691157117068404,6.055025821350407e+22
0.15848931924611134,0.020151359357575747,6.0458922065522514e+22
0.15848931924611134,0.020622316989496042,6.037657878299393e+22
0.15848931924611134,0.021104281377195337,6.031499571259643e+22
0.15848931924611134,0.021597509759678966,6.021829068556148e+22
0.15848931924611134,0.02210226538788774,6.01286510244457e+22
0.15848931924611134,0.022618817665202975,6.005418923136524e+22
0.15848931924611134,0.023147442291235273,5.9922401635909184e+22
0.15848931924611134,0.023688421408973724,5.98203068633475e+22
0.15848931924611134,0.024242043755374195,5.97177416323674e+22
0.15848931924611134,0.024808604815467004,5.9610171036190305e+22
0.15848931924611134,0.025388406980066187,5.947039908847658e+22
0.15848931924611134,0.025981759707164747,5.931246408801009e+22
0.15848931924611134,0.02658897968710165,5.923476207596e+22
0.15848931924611134,0.02721039101158912,5.9071045733577185e+22
0.15848931924611134,0.02784632534669022,5.893139857210312e+22
0.15848931924611134,0.028497122109839054,5.877389516088953e+22
0.15848931924611134,0.029163128650998158,5.859972545380765e+22
0.15848931924611134,0.0298447004380497,5.848048186674645e+22
0.15848931924611134,0.030542201246519494,5.8326254100697705e+22
0.15848931924611134,0.03125600335373497,5.814342573569686e+22
0.15848931924611134,0.03198648773752091,5.795676992485085e+22
0.15848931924611134,0.03273404427953886,5.776646061354701e+22
0.15848931924611134,0.03349907197337878,5.75730231703209e+22
0.15848931924611134,0.034281979137514025,5.733640590627452e+22
0.15848931924611134,0.03508318363323331,5.713546060681945e+22
0.15848931924611134,0.035903113087665896,5.693118506718245e+22
0.15848931924611134,0.03674220512201924,5.666220396664314e+22
0.15848931924611134,0.03760090758515062,5.6420448308186965e+22
0.15848931924611134,0.03847967879259768,5.617283540065475e+22
0.15848931924611134,0.03937898777119531,5.5913303790292035e+22
0.15848931924611134,0.04029931450940953,5.5623747239873455e+22
0.15848931924611134,0.04124115021352185,5.5338877465275335e+22
0.15848931924611134,0.04220499756980092,5.50666711376601e+22
0.15848931924611134,0.04319137101280156,5.4733266799620816e+22
0.15848931924611134,0.04420079699993392,5.445105540845734e+22
0.15848931924611134,0.04523381429244985,5.410020326047272e+22
0.15848931924611134,0.04629097424299611,5.376274103291189e+22
0.15848931924611134,0.04737284108988794,5.3433090539756055e+22
0.15848931924611134,0.04847999225826024,5.30543738968491e+22
0.15848931924611134,0.049613018668256785,5.265797756703588e+22
0.15848931924611134,0.050772525050422256,5.231198979060594e+22
0.15848931924611134,0.05195913026846533,5.188619393023957e+22
0.15848931924611134,0.05317346764956489,5.149051920985262e+22
0.15848931924611134,0.05441618532239598,5.10452318148572e+22
0.15848931924611134,0.05568794656305575,5.0604356882050685e+22
0.15848931924611134,0.05698943014907402,5.016213973061695e+22
0.15848931924611134,0.058321330721697415,4.968561145514709e+22
0.15848931924611134,0.0596843591566404,4.919763266166751e+22
0.15848931924611134,0.06107924294350139,4.8704482883683645e+22
0.15848931924611134,0.06250672657404571,4.822606545262062e+22
0.15848931924611134,0.06396757193956369,4.770049202518928e+22
0.15848931924611134,0.06546255873751498,4.712599364587604e+22
0.15848931924611134,0.0669924848876768,4.658179673735135e+22
0.15848931924611134,0.06855816695801788,4.6021266990858146e+22
0.15848931924611134,0.07016044060052556,4.544786147373927e+22
0.15848931924611134,0.07180016099721856,4.48374861151012e+22
0.15848931924611134,0.07347820331658365,4.421973013603766e+22
0.15848931924611134,0.07519546318067945,4.358473124761282e+22
0.15848931924611134,0.07695285714315717,4.294155087674059e+22
0.15848931924611134,0.07875132317845304,4.229709155357463e+22
0.15848931924611134,0.0805918211824138,4.163764307220128e+22
0.15848931924611134,0.08247533348462205,4.097494536484424e+22
0.15848931924611134,0.08440286537269544,4.026318789802785e+22
0.15848931924611134,0.08637544562883921,3.957081477148389e+22
0.15848931924611134,0.08839412707893828,3.883658390385405e+22
0.15848931924611134,0.09045998715448239,3.812594363150802e+22
0.15848931924611134,0.0925741284676241,3.7370990958848554e+22
0.15848931924611134,0.09473767939967605,3.663627090762932e+22
0.15848931924611134,0.0969517947033626,3.5864912873771594e+22
0.15848931924611134,0.09921765611914607,3.508201188463651e+22
0.15848931924611134,0.10153647300595764,3.4324531741782614e+22
0.15848931924611134,0.1039094829866688,3.3526084952808653e+22
0.15848931924611134,0.10633795260864823,3.2722119412461374e+22
0.15848931924611134,0.10882317801975648,3.1940029785839625e+22
0.15848931924611134,0.11136648566013933,3.112442835927801e+22
0.15848931924611134,0.11396923297018949,3.0303342340714273e+22
0.15848931924611134,0.1166328091150531,2.9474914016944254e+22
0.15848931924611134,0.11935863572606964,2.867185523954791e+22
0.15848931924611134,0.12214816765953963,2.783785084371686e+22
0.15848931924611134,0.1250028937732255,2.7000432569680136e+22
0.15848931924611134,0.12792433772100018,2.616082414976219e+22
0.15848931924611134,0.13091405876606726,2.5344492352653666e+22
0.15848931924611134,0.1339736526131872,2.4503538995451757e+22
0.15848931924611134,0.1371047522603531,2.3663613649035733e+22
0.15848931924611134,0.14030902887037144,2.2845381075374076e+22
0.15848931924611134,0.14358819266281228,2.2012850955088243e+22
0.15848931924611134,0.14694399382680523,2.1196683281615813e+22
0.15848931924611134,0.15037822345516852,2.0385289515192157e+22
0.15848931924611134,0.1538927145003695,1.9576063688694018e+22
0.15848931924611134,0.1574893427528268,1.8775559583785919e+22
0.15848931924611134,0.16117002784207715,1.7976423894153303e+22
0.15848931924611134,0.16493673426133898,1.7184729072291665e+22
0.15848931924611134,0.16879147241602255,1.6420131579213124e+22
0.15848931924611134,0.17273629969674417,1.5661500747850206e+22
0.15848931924611134,0.1767733215774179,1.4910950870050276e+22
0.15848931924611134,0.18090469273901089,1.4170372750331483e+22
0.15848931924611134,0.18513261821956178,1.344628009453974e+22
0.15848931924611134,0.18945935459107663,1.2739641844803196e+22
0.15848931924611134,0.19388721116392943,1.205048277303467e+22
0.15848931924611134,0.19841855121941135,1.1376389278026361e+22
0.15848931924611134,0.20305579327108564,1.0721508092081567e+22
0.15848931924611134,0.20780141235562127,1.0086770765622782e+22
0.15848931924611134,0.21265794135379548,9.470895100673464e+21
0.15848931924611134,0.21762797234236878,8.873912701343236e+21
0.15848931924611134,0.22271415797755478,8.299122695733849e+21
0.15848931924611134,0.22791921291082406,7.746299688398511e+21
0.15848931924611134,0.2332459152377946,7.214143774193062e+21
0.15848931924611134,0.2386971079809867,6.705619139389888e+21
0.15848931924611134,0.24427570060722983,6.21821692028092e+21
0.15848931924611134,0.2499846705805335,5.753088740781916e+21
